rf_code,codepoints,name,group,subgroup,order,status,reason
289,26F7 FE0F,skier,People & Body,person-sport,1826,included,
290,1F3C2,snowboarder,People & Body,person-sport,1827,included,
,1F3C2 1F3FB,snowboarder: light skin tone,People & Body,person-sport,1828,excluded,skin_tone_variant
,1F3C2 1F3FC,snowboarder: medium-light skin tone,People & Body,person-sport,1829,excluded,skin_tone_variant
,1F3C2 1F3FD,snowboarder: medium skin tone,People & Body,person-sport,1830,excluded,skin_tone_variant
,1F3C2 1F3FE,snowboarder: medium-dark skin tone,People & Body,person-sport,1831,excluded,skin_tone_variant
,1F3C2 1F3FF,snowboarder: dark skin tone,People & Body,person-sport,1832,excluded,skin_tone_variant
291,1F3CC FE0F,person golfing,People & Body,person-sport,1833,included,
,1F3CC 1F3FB,person golfing: light skin tone,People & Body,person-sport,1834,excluded,skin_tone_variant
,1F3CC 1F3FC,person golfing: medium-light skin tone,People & Body,person-sport,1835,excluded,skin_tone_variant
,1F3CC 1F3FD,person golfing: medium skin tone,People & Body,person-sport,1836,excluded,skin_tone_variant
,1F3CC 1F3FE,person golfing: medium-dark skin tone,People & Body,person-sport,1837,excluded,skin_tone_variant
,1F3CC 1F3FF,person golfing: dark skin tone,People & Body,person-sport,1838,excluded,skin_tone_variant
,1F3CC FE0F 200D 2642 FE0F,man golfing,People & Body,person-sport,1839,excluded,zwj_sequence
,1F3CC 1F3FB 200D 2642 FE0F,man golfing: light skin tone,People & Body,person-sport,1840,excluded,skin_tone_variant
,1F3CC 1F3FC 200D 2642 FE0F,man golfing: medium-light skin tone,People & Body,person-sport,1841,excluded,skin_tone_variant
,1F3CC 1F3FD 200D 2642 FE0F,man golfing: medium skin tone,People & Body,person-sport,1842,excluded,skin_tone_variant
,1F3CC 1F3FE 200D 2642 FE0F,man golfing: medium-dark skin tone,People & Body,person-sport,1843,excluded,skin_tone_variant
,1F3CC 1F3FF 200D 2642 FE0F,man golfing: dark skin tone,People & Body,person-sport,1844,excluded,skin_tone_variant
,1F3CC FE0F 200D 2640 FE0F,woman golfing,People & Body,person-sport,1845,excluded,zwj_sequence
,1F3CC 1F3FB 200D 2640 FE0F,woman golfing: light skin tone,People & Body,person-sport,1846,excluded,skin_tone_variant
,1F3CC 1F3FC 200D 2640 FE0F,woman golfing: medium-light skin tone,People & Body,person-sport,1847,excluded,skin_tone_variant
,1F3CC 1F3FD 200D 2640 FE0F,woman golfing: medium skin tone,People & Body,person-sport,1848,excluded,skin_tone_variant
,1F3CC 1F3FE 200D 2640 FE0F,woman golfing: medium-dark skin tone,People & Body,person-sport,1849,excluded,skin_tone_variant
,1F3CC 1F3FF 200D 2640 FE0F,woman golfing: dark skin tone,People & Body,person-sport,1850,excluded,skin_tone_variant
292,1F3C4,person surfing,People & Body,person-sport,1851,included,
,1F3C4 1F3FB,person surfing: light skin tone,People & Body,person-sport,1852,excluded,skin_tone_variant
,1F3C4 1F3FC,person surfing: medium-light skin tone,People & Body,person-sport,1853,excluded,skin_tone_variant
,1F3C4 1F3FD,person surfing: medium skin tone,People & Body,person-sport,1854,excluded,skin_tone_variant
,1F3C4 1F3FE,person surfing: medium-dark skin tone,People & Body,person-sport,1855,excluded,skin_tone_variant
,1F3C4 1F3FF,person surfing: dark skin tone,People & Body,person-sport,1856,excluded,skin_tone_variant
,1F3C4 200D 2642 FE0F,man surfing,People & Body,person-sport,1857,excluded,zwj_sequence
,1F3C4 1F3FB 200D 2642 FE0F,man surfing: light skin tone,People & Body,person-sport,1858,excluded,skin_tone_variant
,1F3C4 1F3FC 200D 2642 FE0F,man surfing: medium-light skin tone,People & Body,person-sport,1859,excluded,skin_tone_variant
,1F3C4 1F3FD 200D 2642 FE0F,man surfing: medium skin tone,People & Body,person-sport,1860,excluded,skin_tone_variant
,1F3C4 1F3FE 200D 2642 FE0F,man surfing: medium-dark skin tone,People & Body,person-sport,1861,excluded,skin_tone_variant
,1F3C4 1F3FF 200D 2642 FE0F,man surfing: dark skin tone,People & Body,person-sport,1862,excluded,skin_tone_variant
,1F3C4 200D 2640 FE0F,woman surfing,People & Body,person-sport,1863,excluded,zwj_sequence
,1F3C4 1F3FB 200D 2640 FE0F,woman surfing: light skin tone,People & Body,person-sport,1864,excluded,skin_tone_variant
,1F3C4 1F3FC 200D 2640 FE0F,woman surfing: medium-light skin tone,People & Body,person-sport,1865,excluded,skin_tone_variant
,1F3C4 1F3FD 200D 2640 FE0F,woman surfing: medium skin tone,People & Body,person-sport,1866,excluded,skin_tone_variant
,1F3C4 1F3FE 200D 2640 FE0F,woman surfing: medium-dark skin tone,People & Body,person-sport,1867,excluded,skin_tone_variant
,1F3C4 1F3FF 200D 2640 FE0F,woman surfing: dark skin tone,People & Body,person-sport,1868,excluded,skin_tone_variant
293,1F6A3,person rowing boat,People & Body,person-sport,1869,included,
,1F6A3 1F3FB,person rowing boat: light skin tone,People & Body,person-sport,1870,excluded,skin_tone_variant
,1F6A3 1F3FC,person rowing boat: medium-light skin tone,People & Body,person-sport,1871,excluded,skin_tone_variant
,1F6A3 1F3FD,person rowing boat: medium skin tone,People & Body,person-sport,1872,excluded,skin_tone_variant
,1F6A3 1F3FE,person rowing boat: medium-dark skin tone,People & Body,person-sport,1873,excluded,skin_tone_variant
,1F6A3 1F3FF,person rowing boat: dark skin tone,People & Body,person-sport,1874,excluded,skin_tone_variant
,1F6A3 200D 2642 FE0F,man rowing boat,People & Body,person-sport,1875,excluded,zwj_sequence
,1F6A3 1F3FB 200D 2642 FE0F,man rowing boat: light skin tone,People & Body,person-sport,1876,excluded,skin_tone_variant
,1F6A3 1F3FC 200D 2642 FE0F,man rowing boat: medium-light skin tone,People & Body,person-sport,1877,excluded,skin_tone_variant
,1F6A3 1F3FD 200D 2642 FE0F,man rowing boat: medium skin tone,People & Body,person-sport,1878,excluded,skin_tone_variant
,1F6A3 1F3FE 200D 2642 FE0F,man rowing boat: medium-dark skin tone,People & Body,person-sport,1879,excluded,skin_tone_variant
,1F6A3 1F3FF 200D 2642 FE0F,man rowing boat: dark skin tone,People & Body,person-sport,1880,excluded,skin_tone_variant
,1F6A3 200D 2640 FE0F,woman rowing boat,People & Body,person-sport,1881,excluded,zwj_sequence
,1F6A3 1F3FB 200D 2640 FE0F,woman rowing boat: light skin tone,People & Body,person-sport,1882,excluded,skin_tone_variant
,1F6A3 1F3FC 200D 2640 FE0F,woman rowing boat: medium-light skin tone,People & Body,person-sport,1883,excluded,skin_tone_variant
,1F6A3 1F3FD 200D 2640 FE0F,woman rowing boat: medium skin tone,People & Body,person-sport,1884,excluded,skin_tone_variant
,1F6A3 1F3FE 200D 2640 FE0F,woman rowing boat: medium-dark skin tone,People & Body,person-sport,1885,excluded,skin_tone_variant
,1F6A3 1F3FF 200D 2640 FE0F,woman rowing boat: dark skin tone,People & Body,person-sport,1886,excluded,skin_tone_variant
294,1F3CA,person swimming,People & Body,person-sport,1887,included,
,1F3CA 1F3FB,person swimming: light skin tone,People & Body,person-sport,1888,excluded,skin_tone_variant
,1F3CA 1F3FC,person swimming: medium-light skin tone,People & Body,person-sport,1889,excluded,skin_tone_variant
,1F3CA 1F3FD,person swimming: medium skin tone,People & Body,person-sport,1890,excluded,skin_tone_variant
,1F3CA 1F3FE,person swimming: medium-dark skin tone,People & Body,person-sport,1891,excluded,skin_tone_variant
,1F3CA 1F3FF,person swimming: dark skin tone,People & Body,person-sport,1892,excluded,skin_tone_variant
,1F3CA 200D 2642 FE0F,man swimming,People & Body,person-sport,1893,excluded,zwj_sequence
,1F3CA 1F3FB 200D 2642 FE0F,man swimming: light skin tone,People & Body,person-sport,1894,excluded,skin_tone_variant
,1F3CA 1F3FC 200D 2642 FE0F,man swimming: medium-light skin tone,People & Body,person-sport,1895,excluded,skin_tone_variant
,1F3CA 1F3FD 200D 2642 FE0F,man swimming: medium skin tone,People & Body,person-sport,1896,excluded,skin_tone_variant
,1F3CA 1F3FE 200D 2642 FE0F,man swimming: medium-dark skin tone,People & Body,person-sport,1897,excluded,skin_tone_variant
,1F3CA 1F3FF 200D 2642 FE0F,man swimming: dark skin tone,People & Body,person-sport,1898,excluded,skin_tone_variant
,1F3CA 200D 2640 FE0F,woman swimming,People & Body,person-sport,1899,excluded,zwj_sequence
,1F3CA 1F3FB 200D 2640 FE0F,woman swimming: light skin tone,People & Body,person-sport,1900,excluded,skin_tone_variant
,1F3CA 1F3FC 200D 2640 FE0F,woman swimming: medium-light skin tone,People & Body,person-sport,1901,excluded,skin_tone_variant
,1F3CA 1F3FD 200D 2640 FE0F,woman swimming: medium skin tone,People & Body,person-sport,1902,excluded,skin_tone_variant
,1F3CA 1F3FE 200D 2640 FE0F,woman swimming: medium-dark skin tone,People & Body,person-sport,1903,excluded,skin_tone_variant
,1F3CA 1F3FF 200D 2640 FE0F,woman swimming: dark skin tone,People & Body,person-sport,1904,excluded,skin_tone_variant
295,26F9 FE0F,person bouncing ball,People & Body,person-sport,1905,included,
,26F9 1F3FB,person bouncing ball: light skin tone,People & Body,person-sport,1906,excluded,skin_tone_variant
,26F9 1F3FC,person bouncing ball: medium-light skin tone,People & Body,person-sport,1907,excluded,skin_tone_variant
,26F9 1F3FD,person bouncing ball: medium skin tone,People & Body,person-sport,1908,excluded,skin_tone_variant
,26F9 1F3FE,person bouncing ball: medium-dark skin tone,People & Body,person-sport,1909,excluded,skin_tone_variant
,26F9 1F3FF,person bouncing ball: dark skin tone,People & Body,person-sport,1910,excluded,skin_tone_variant
,26F9 FE0F 200D 2642 FE0F,man bouncing ball,People & Body,person-sport,1911,excluded,zwj_sequence
,26F9 1F3FB 200D 2642 FE0F,man bouncing ball: light skin tone,People & Body,person-sport,1912,excluded,skin_tone_variant
,26F9 1F3FC 200D 2642 FE0F,man bouncing ball: medium-light skin tone,People & Body,person-sport,1913,excluded,skin_tone_variant
,26F9 1F3FD 200D 2642 FE0F,man bouncing ball: medium skin tone,People & Body,person-sport,1914,excluded,skin_tone_variant
,26F9 1F3FE 200D 2642 FE0F,man bouncing ball: medium-dark skin tone,People & Body,person-sport,1915,excluded,skin_tone_variant
,26F9 1F3FF 200D 2642 FE0F,man bouncing ball: dark skin tone,People & Body,person-sport,1916,excluded,skin_tone_variant
,26F9 FE0F 200D 2640 FE0F,woman bouncing ball,People & Body,person-sport,1917,excluded,zwj_sequence
,26F9 1F3FB 200D 2640 FE0F,woman bouncing ball: light skin tone,People & Body,person-sport,1918,excluded,skin_tone_variant
,26F9 1F3FC 200D 2640 FE0F,woman bouncing ball: medium-light skin tone,People & Body,person-sport,1919,excluded,skin_tone_variant
,26F9 1F3FD 200D 2640 FE0F,woman bouncing ball: medium skin tone,People & Body,person-sport,1920,excluded,skin_tone_variant
,26F9 1F3FE 200D 2640 FE0F,woman bouncing ball: medium-dark skin tone,People & Body,person-sport,1921,excluded,skin_tone_variant
,26F9 1F3FF 200D 2640 FE0F,woman bouncing ball: dark skin tone,People & Body,person-sport,1922,excluded,skin_tone_variant
296,1F3CB FE0F,person lifting weights,People & Body,person-sport,1923,included,
,1F3CB 1F3FB,person lifting weights: light skin tone,People & Body,person-sport,1924,excluded,skin_tone_variant
,1F3CB 1F3FC,person lifting weights: medium-light skin tone,People & Body,person-sport,1925,excluded,skin_tone_variant
,1F3CB 1F3FD,person lifting weights: medium skin tone,People & Body,person-sport,1926,excluded,skin_tone_variant
,1F3CB 1F3FE,person lifting weights: medium-dark skin tone,People & Body,person-sport,1927,excluded,skin_tone_variant
,1F3CB 1F3FF,person lifting weights: dark skin tone,People & Body,person-sport,1928,excluded,skin_tone_variant
,1F3CB FE0F 200D 2642 FE0F,man lifting weights,People & Body,person-sport,1929,excluded,zwj_sequence
,1F3CB 1F3FB 200D 2642 FE0F,man lifting weights: light skin tone,People & Body,person-sport,1930,excluded,skin_tone_variant
,1F3CB 1F3FC 200D 2642 FE0F,man lifting weights: medium-light skin tone,People & Body,person-sport,1931,excluded,skin_tone_variant
,1F3CB 1F3FD 200D 2642 FE0F,man lifting weights: medium skin tone,People & Body,person-sport,1932,excluded,skin_tone_variant
,1F3CB 1F3FE 200D 2642 FE0F,man lifting weights: medium-dark skin tone,People & Body,person-sport,1933,excluded,skin_tone_variant
,1F3CB 1F3FF 200D 2642 FE0F,man lifting weights: dark skin tone,People & Body,person-sport,1934,excluded,skin_tone_variant
,1F3CB FE0F 200D 2640 FE0F,woman lifting weights,People & Body,person-sport,1935,excluded,zwj_sequence
,1F3CB 1F3FB 200D 2640 FE0F,woman lifting weights: light skin tone,People & Body,person-sport,1936,excluded,skin_tone_variant
,1F3CB 1F3FC 200D 2640 FE0F,woman lifting weights: medium-light skin tone,People & Body,person-sport,1937,excluded,skin_tone_variant
,1F3CB 1F3FD 200D 2640 FE0F,woman lifting weights: medium skin tone,People & Body,person-sport,1938,excluded,skin_tone_variant
,1F3CB 1F3FE 200D 2640 FE0F,woman lifting weights: medium-dark skin tone,People & Body,person-sport,1939,excluded,skin_tone_variant
,1F3CB 1F3FF 200D 2640 FE0F,woman lifting weights: dark skin tone,People & Body,person-sport,1940,excluded,skin_tone_variant
297,1F6B4,person biking,People & Body,person-sport,1941,included,
,1F6B4 1F3FB,person biking: light skin tone,People & Body,person-sport,1942,excluded,skin_tone_variant
,1F6B4 1F3FC,person biking: medium-light skin tone,People & Body,person-sport,1943,excluded,skin_tone_variant
,1F6B4 1F3FD,person biking: medium skin tone,People & Body,person-sport,1944,excluded,skin_tone_variant
,1F6B4 1F3FE,person biking: medium-dark skin tone,People & Body,person-sport,1945,excluded,skin_tone_variant
,1F6B4 1F3FF,person biking: dark skin tone,People & Body,person-sport,1946,excluded,skin_tone_variant
,1F6B4 200D 2642 FE0F,man biking,People & Body,person-sport,1947,excluded,zwj_sequence
,1F6B4 1F3FB 200D 2642 FE0F,man biking: light skin tone,People & Body,person-sport,1948,excluded,skin_tone_variant
,1F6B4 1F3FC 200D 2642 FE0F,man biking: medium-light skin tone,People & Body,person-sport,1949,excluded,skin_tone_variant
,1F6B4 1F3FD 200D 2642 FE0F,man biking: medium skin tone,People & Body,person-sport,1950,excluded,skin_tone_variant
,1F6B4 1F3FE 200D 2642 FE0F,man biking: medium-dark skin tone,People & Body,person-sport,1951,excluded,skin_tone_variant
,1F6B4 1F3FF 200D 2642 FE0F,man biking: dark skin tone,People & Body,person-sport,1952,excluded,skin_tone_variant
,1F6B4 200D 2640 FE0F,woman biking,People & Body,person-sport,1953,excluded,zwj_sequence
,1F6B4 1F3FB 200D 2640 FE0F,woman biking: light skin tone,People & Body,person-sport,1954,excluded,skin_tone_variant
,1F6B4 1F3FC 200D 2640 FE0F,woman biking: medium-light skin tone,People & Body,person-sport,1955,excluded,skin_tone_variant
,1F6B4 1F3FD 200D 2640 FE0F,woman biking: medium skin tone,People & Body,person-sport,1956,excluded,skin_tone_variant
,1F6B4 1F3FE 200D 2640 FE0F,woman biking: medium-dark skin tone,People & Body,person-sport,1957,excluded,skin_tone_variant
,1F6B4 1F3FF 200D 2640 FE0F,woman biking: dark skin tone,People & Body,person-sport,1958,excluded,skin_tone_variant
,1F6B5,person mountain biking,People & Body,person-sport,1959,excluded,appearance_variant
,1F6B5 1F3FB,person mountain biking: light skin tone,People & Body,person-sport,1960,excluded,skin_tone_variant
,1F6B5 1F3FC,person mountain biking: medium-light skin tone,People & Body,person-sport,1961,excluded,skin_tone_variant
,1F6B5 1F3FD,person mountain biking: medium skin tone,People & Body,person-sport,1962,excluded,skin_tone_variant
,1F6B5 1F3FE,person mountain biking: medium-dark skin tone,People & Body,person-sport,1963,excluded,skin_tone_variant
,1F6B5 1F3FF,person mountain biking: dark skin tone,People & Body,person-sport,1964,excluded,skin_tone_variant
,1F6B5 200D 2642 FE0F,man mountain biking,People & Body,person-sport,1965,excluded,zwj_sequence
,1F6B5 1F3FB 200D 2642 FE0F,man mountain biking: light skin tone,People & Body,person-sport,1966,excluded,skin_tone_variant
,1F6B5 1F3FC 200D 2642 FE0F,man mountain biking: medium-light skin tone,People & Body,person-sport,1967,excluded,skin_tone_variant
,1F6B5 1F3FD 200D 2642 FE0F,man mountain biking: medium skin tone,People & Body,person-sport,1968,excluded,skin_tone_variant
,1F6B5 1F3FE 200D 2642 FE0F,man mountain biking: medium-dark skin tone,People & Body,person-sport,1969,excluded,skin_tone_variant
,1F6B5 1F3FF 200D 2642 FE0F,man mountain biking: dark skin tone,People & Body,person-sport,1970,excluded,skin_tone_variant
,1F6B5 200D 2640 FE0F,woman mountain biking,People & Body,person-sport,1971,excluded,zwj_sequence
,1F6B5 1F3FB 200D 2640 FE0F,woman mountain biking: light skin tone,People & Body,person-sport,1972,excluded,skin_tone_variant
,1F6B5 1F3FC 200D 2640 FE0F,woman mountain biking: medium-light skin tone,People & Body,person-sport,1973,excluded,skin_tone_variant
,1F6B5 1F3FD 200D 2640 FE0F,woman mountain biking: medium skin tone,People & Body,person-sport,1974,excluded,skin_tone_variant
,1F6B5 1F3FE 200D 2640 FE0F,woman mountain biking: medium-dark skin tone,People & Body,person-sport,1975,excluded,skin_tone_variant
,1F6B5 1F3FF 200D 2640 FE0F,woman mountain biking: dark skin tone,People & Body,person-sport,1976,excluded,skin_tone_variant
298,1F938,person cartwheeling,People & Body,person-sport,1977,included,
,1F938 1F3FB,person cartwheeling: light skin tone,People & Body,person-sport,1978,excluded,skin_tone_variant
,1F938 1F3FC,person cartwheeling: medium-light skin tone,People & Body,person-sport,1979,excluded,skin_tone_variant
,1F938 1F3FD,person cartwheeling: medium skin tone,People & Body,person-sport,1980,excluded,skin_tone_variant
,1F938 1F3FE,person cartwheeling: medium-dark skin tone,People & Body,person-sport,1981,excluded,skin_tone_variant
,1F938 1F3FF,person cartwheeling: dark skin tone,People & Body,person-sport,1982,excluded,skin_tone_variant
,1F938 200D 2642 FE0F,man cartwheeling,People & Body,person-sport,1983,excluded,zwj_sequence
,1F938 1F3FB 200D 2642 FE0F,man cartwheeling: light skin tone,People & Body,person-sport,1984,excluded,skin_tone_variant
,1F938 1F3FC 200D 2642 FE0F,man cartwheeling: medium-light skin tone,People & Body,person-sport,1985,excluded,skin_tone_variant
,1F938 1F3FD 200D 2642 FE0F,man cartwheeling: medium skin tone,People & Body,person-sport,1986,excluded,skin_tone_variant
,1F938 1F3FE 200D 2642 FE0F,man cartwheeling: medium-dark skin tone,People & Body,person-sport,1987,excluded,skin_tone_variant
,1F938 1F3FF 200D 2642 FE0F,man cartwheeling: dark skin tone,People & Body,person-sport,1988,excluded,skin_tone_variant
,1F938 200D 2640 FE0F,woman cartwheeling,People & Body,person-sport,1989,excluded,zwj_sequence
,1F938 1F3FB 200D 2640 FE0F,woman cartwheeling: light skin tone,People & Body,person-sport,1990,excluded,skin_tone_variant
,1F938 1F3FC 200D 2640 FE0F,woman cartwheeling: medium-light skin tone,People & Body,person-sport,1991,excluded,skin_tone_variant
,1F938 1F3FD 200D 2640 FE0F,woman cartwheeling: medium skin tone,People & Body,person-sport,1992,excluded,skin_tone_variant
,1F938 1F3FE 200D 2640 FE0F,woman cartwheeling: medium-dark skin tone,People & Body,person-sport,1993,excluded,skin_tone_variant
,1F938 1F3FF 200D 2640 FE0F,woman cartwheeling: dark skin tone,People & Body,person-sport,1994,excluded,skin_tone_variant
299,1F93C,people wrestling,People & Body,person-sport,1995,included,
,1F93C 200D 2642 FE0F,men wrestling,People & Body,person-sport,1996,excluded,zwj_sequence
,1F93C 200D 2640 FE0F,women wrestling,People & Body,person-sport,1997,excluded,zwj_sequence
300,1F93D,person playing water polo,People & Body,person-sport,1998,included,
,1F93D 1F3FB,person playing water polo: light skin tone,People & Body,person-sport,1999,excluded,skin_tone_variant
,1F93D 1F3FC,person playing water polo: medium-light skin tone,People & Body,person-sport,2000,excluded,skin_tone_variant
,1F93D 1F3FD,person playing water polo: medium skin tone,People & Body,person-sport,2001,excluded,skin_tone_variant
,1F93D 1F3FE,person playing water polo: medium-dark skin tone,People & Body,person-sport,2002,excluded,skin_tone_variant
,1F93D 1F3FF,person playing water polo: dark skin tone,People & Body,person-sport,2003,excluded,skin_tone_variant
,1F93D 200D 2642 FE0F,man playing water polo,People & Body,person-sport,2004,excluded,zwj_sequence
,1F93D 1F3FB 200D 2642 FE0F,man playing water polo: light skin tone,People & Body,person-sport,2005,excluded,skin_tone_variant
,1F93D 1F3FC 200D 2642 FE0F,man playing water polo: medium-light skin tone,People & Body,person-sport,2006,excluded,skin_tone_variant
,1F93D 1F3FD 200D 2642 FE0F,man playing water polo: medium skin tone,People & Body,person-sport,2007,excluded,skin_tone_variant
,1F93D 1F3FE 200D 2642 FE0F,man playing water polo: medium-dark skin tone,People & Body,person-sport,2008,excluded,skin_tone_variant
,1F93D 1F3FF 200D 2642 FE0F,man playing water polo: dark skin tone,People & Body,person-sport,2009,excluded,skin_tone_variant
,1F93D 200D 2640 FE0F,woman playing water polo,People & Body,person-sport,2010,excluded,zwj_sequence
,1F93D 1F3FB 200D 2640 FE0F,woman playing water polo: light skin tone,People & Body,person-sport,2011,excluded,skin_tone_variant
,1F93D 1F3FC 200D 2640 FE0F,woman playing water polo: medium-light skin tone,People & Body,person-sport,2012,excluded,skin_tone_variant
,1F93D 1F3FD 200D 2640 FE0F,woman playing water polo: medium skin tone,People & Body,person-sport,2013,excluded,skin_tone_variant
,1F93D 1F3FE 200D 2640 FE0F,woman playing water polo: medium-dark skin tone,People & Body,person-sport,2014,excluded,skin_tone_variant
,1F93D 1F3FF 200D 2640 FE0F,woman playing water polo: dark skin tone,People & Body,person-sport,2015,excluded,skin_tone_variant
301,1F93E,person playing handball,People & Body,person-sport,2016,included,
,1F93E 1F3FB,person playing handball: light skin tone,People & Body,person-sport,2017,excluded,skin_tone_variant
,1F93E 1F3FC,person playing handball: medium-light skin tone,People & Body,person-sport,2018,excluded,skin_tone_variant
,1F93E 1F3FD,person playing handball: medium skin tone,People & Body,person-sport,2019,excluded,skin_tone_variant
,1F93E 1F3FE,person playing handball: medium-dark skin tone,People & Body,person-sport,2020,excluded,skin_tone_variant
,1F93E 1F3FF,person playing handball: dark skin tone,People & Body,person-sport,2021,excluded,skin_tone_variant
,1F93E 200D 2642 FE0F,man playing handball,People & Body,person-sport,2022,excluded,zwj_sequence
,1F93E 1F3FB 200D 2642 FE0F,man playing handball: light skin tone,People & Body,person-sport,2023,excluded,skin_tone_variant
,1F93E 1F3FC 200D 2642 FE0F,man playing handball: medium-light skin tone,People & Body,person-sport,2024,excluded,skin_tone_variant
,1F93E 1F3FD 200D 2642 FE0F,man playing handball: medium skin tone,People & Body,person-sport,2025,excluded,skin_tone_variant
,1F93E 1F3FE 200D 2642 FE0F,man playing handball: medium-dark skin tone,People & Body,person-sport,2026,excluded,skin_tone_variant
,1F93E 1F3FF 200D 2642 FE0F,man playing handball: dark skin tone,People & Body,person-sport,2027,excluded,skin_tone_variant
,1F93E 200D 2640 FE0F,woman playing handball,People & Body,person-sport,2028,excluded,zwj_sequence
,1F93E 1F3FB 200D 2640 FE0F,woman playing handball: light skin tone,People & Body,person-sport,2029,excluded,skin_tone_variant
,1F93E 1F3FC 200D 2640 FE0F,woman playing handball: medium-light skin tone,People & Body,person-sport,2030,excluded,skin_tone_variant
,1F93E 1F3FD 200D 2640 FE0F,woman playing handball: medium skin tone,People & Body,person-sport,2031,excluded,skin_tone_variant
,1F93E 1F3FE 200D 2640 FE0F,woman playing handball: medium-dark skin tone,People & Body,person-sport,2032,excluded,skin_tone_variant
,1F93E 1F3FF 200D 2640 FE0F,woman playing handball: dark skin tone,People & Body,person-sport,2033,excluded,skin_tone_variant
302,1F939,person juggling,People & Body,person-sport,2034,included,
,1F939 1F3FB,person juggling: light skin tone,People & Body,person-sport,2035,excluded,skin_tone_variant
,1F939 1F3FC,person juggling: medium-light skin tone,People & Body,person-sport,2036,excluded,skin_tone_variant
,1F939 1F3FD,person juggling: medium skin tone,People & Body,person-sport,2037,excluded,skin_tone_variant
,1F939 1F3FE,person juggling: medium-dark skin tone,People & Body,person-sport,2038,excluded,skin_tone_variant
,1F939 1F3FF,person juggling: dark skin tone,People & Body,person-sport,2039,excluded,skin_tone_variant
,1F939 200D 2642 FE0F,man juggling,People & Body,person-sport,2040,excluded,zwj_sequence
,1F939 1F3FB 200D 2642 FE0F,man juggling: light skin tone,People & Body,person-sport,2041,excluded,skin_tone_variant
,1F939 1F3FC 200D 2642 FE0F,man juggling: medium-light skin tone,People & Body,person-sport,2042,excluded,skin_tone_variant
,1F939 1F3FD 200D 2642 FE0F,man juggling: medium skin tone,People & Body,person-sport,2043,excluded,skin_tone_variant
,1F939 1F3FE 200D 2642 FE0F,man juggling: medium-dark skin tone,People & Body,person-sport,2044,excluded,skin_tone_variant
,1F939 1F3FF 200D 2642 FE0F,man juggling: dark skin tone,People & Body,person-sport,2045,excluded,skin_tone_variant
,1F939 200D 2640 FE0F,woman juggling,People & Body,person-sport,2046,excluded,zwj_sequence
,1F939 1F3FB 200D 2640 FE0F,woman juggling: light skin tone,People & Body,person-sport,2047,excluded,skin_tone_variant
,1F939 1F3FC 200D 2640 FE0F,woman juggling: medium-light skin tone,People & Body,person-sport,2048,excluded,skin_tone_variant
,1F939 1F3FD 200D 2640 FE0F,woman juggling: medium skin tone,People & Body,person-sport,2049,excluded,skin_tone_variant
,1F939 1F3FE 200D 2640 FE0F,woman juggling: medium-dark skin tone,People & Body,person-sport,2050,excluded,skin_tone_variant
,1F939 1F3FF 200D 2640 FE0F,woman juggling: dark skin tone,People & Body,person-sport,2051,excluded,skin_tone_variant
303,1F9D8,person in lotus position,People & Body,person-resting,2052,included,
,1F9D8 1F3FB,person in lotus position: light skin tone,People & Body,person-resting,2053,excluded,skin_tone_variant
,1F9D8 1F3FC,person in lotus position: medium-light skin tone,People & Body,person-resting,2054,excluded,skin_tone_variant
,1F9D8 1F3FD,person in lotus position: medium skin tone,People & Body,person-resting,2055,excluded,skin_tone_variant
,1F9D8 1F3FE,person in lotus position: medium-dark skin tone,People & Body,person-resting,2056,excluded,skin_tone_variant
,1F9D8 1F3FF,person in lotus position: dark skin tone,People & Body,person-resting,2057,excluded,skin_tone_variant
,1F9D8 200D 2642 FE0F,man in lotus position,People & Body,person-resting,2058,excluded,zwj_sequence
,1F9D8 1F3FB 200D 2642 FE0F,man in lotus position: light skin tone,People & Body,person-resting,2059,excluded,skin_tone_variant
,1F9D8 1F3FC 200D 2642 FE0F,man in lotus position: medium-light skin tone,People & Body,person-resting,2060,excluded,skin_tone_variant
,1F9D8 1F3FD 200D 2642 FE0F,man in lotus position: medium skin tone,People & Body,person-resting,2061,excluded,skin_tone_variant
,1F9D8 1F3FE 200D 2642 FE0F,man in lotus position: medium-dark skin tone,People & Body,person-resting,2062,excluded,skin_tone_variant
,1F9D8 1F3FF 200D 2642 FE0F,man in lotus position: dark skin tone,People & Body,person-resting,2063,excluded,skin_tone_variant
,1F9D8 200D 2640 FE0F,woman in lotus position,People & Body,person-resting,2064,excluded,zwj_sequence
,1F9D8 1F3FB 200D 2640 FE0F,woman in lotus position: light skin tone,People & Body,person-resting,2065,excluded,skin_tone_variant
,1F9D8 1F3FC 200D 2640 FE0F,woman in lotus position: medium-light skin tone,People & Body,person-resting,2066,excluded,skin_tone_variant
,1F9D8 1F3FD 200D 2640 FE0F,woman in lotus position: medium skin tone,People & Body,person-resting,2067,excluded,skin_tone_variant
,1F9D8 1F3FE 200D 2640 FE0F,woman in lotus position: medium-dark skin tone,People & Body,person-resting,2068,excluded,skin_tone_variant
,1F9D8 1F3FF 200D 2640 FE0F,woman in lotus position: dark skin tone,People & Body,person-resting,2069,excluded,skin_tone_variant
304,1F6C0,person taking bath,People & Body,person-resting,2070,included,
,1F6C0 1F3FB,person taking bath: light skin tone,People & Body,person-resting,2071,excluded,skin_tone_variant
