rf_code,codepoints,name,group,subgroup,order,status,reason
,1F64B 1F3FF 200D 2642 FE0F,man raising hand: dark skin tone,People & Body,person-gesture,764,excluded,skin_tone_variant
,1F64B 200D 2640 FE0F,woman raising hand,People & Body,person-gesture,765,excluded,zwj_sequence
,1F64B 1F3FB 200D 2640 FE0F,woman raising hand: light skin tone,People & Body,person-gesture,766,excluded,skin_tone_variant
,1F64B 1F3FC 200D 2640 FE0F,woman raising hand: medium-light skin tone,People & Body,person-gesture,767,excluded,skin_tone_variant
,1F64B 1F3FD 200D 2640 FE0F,woman raising hand: medium skin tone,People & Body,person-gesture,768,excluded,skin_tone_variant
,1F64B 1F3FE 200D 2640 FE0F,woman raising hand: medium-dark skin tone,People & Body,person-gesture,769,excluded,skin_tone_variant
,1F64B 1F3FF 200D 2640 FE0F,woman raising hand: dark skin tone,People & Body,person-gesture,770,excluded,skin_tone_variant
230,1F9CF,deaf person,People & Body,person-gesture,771,included,
,1F9CF 1F3FB,deaf person: light skin tone,People & Body,person-gesture,772,excluded,skin_tone_variant
,1F9CF 1F3FC,deaf person: medium-light skin tone,People & Body,person-gesture,773,excluded,skin_tone_variant
,1F9CF 1F3FD,deaf person: medium skin tone,People & Body,person-gesture,774,excluded,skin_tone_variant
,1F9CF 1F3FE,deaf person: medium-dark skin tone,People & Body,person-gesture,775,excluded,skin_tone_variant
,1F9CF 1F3FF,deaf person: dark skin tone,People & Body,person-gesture,776,excluded,skin_tone_variant
,1F9CF 200D 2642 FE0F,deaf man,People & Body,person-gesture,777,excluded,zwj_sequence
,1F9CF 1F3FB 200D 2642 FE0F,deaf man: light skin tone,People & Body,person-gesture,778,excluded,skin_tone_variant
,1F9CF 1F3FC 200D 2642 FE0F,deaf man: medium-light skin tone,People & Body,person-gesture,779,excluded,skin_tone_variant
,1F9CF 1F3FD 200D 2642 FE0F,deaf man: medium skin tone,People & Body,person-gesture,780,excluded,skin_tone_variant
,1F9CF 1F3FE 200D 2642 FE0F,deaf man: medium-dark skin tone,People & Body,person-gesture,781,excluded,skin_tone_variant
,1F9CF 1F3FF 200D 2642 FE0F,deaf man: dark skin tone,People & Body,person-gesture,782,excluded,skin_tone_variant
,1F9CF 200D 2640 FE0F,deaf woman,People & Body,person-gesture,783,excluded,zwj_sequence
,1F9CF 1F3FB 200D 2640 FE0F,deaf woman: light skin tone,People & Body,person-gesture,784,excluded,skin_tone_variant
,1F9CF 1F3FC 200D 2640 FE0F,deaf woman: medium-light skin tone,People & Body,person-gesture,785,excluded,skin_tone_variant
,1F9CF 1F3FD 200D 2640 FE0F,deaf woman: medium skin tone,People & Body,person-gesture,786,excluded,skin_tone_variant
,1F9CF 1F3FE 200D 2640 FE0F,deaf woman: medium-dark skin tone,People & Body,person-gesture,787,excluded,skin_tone_variant
,1F9CF 1F3FF 200D 2640 FE0F,deaf woman: dark skin tone,People & Body,person-gesture,788,excluded,skin_tone_variant
231,1F647,person bowing,People & Body,person-gesture,789,included,
,1F647 1F3FB,person bowing: light skin tone,People & Body,person-gesture,790,excluded,skin_tone_variant
,1F647 1F3FC,person bowing: medium-light skin tone,People & Body,person-gesture,791,excluded,skin_tone_variant
,1F647 1F3FD,person bowing: medium skin tone,People & Body,person-gesture,792,excluded,skin_tone_variant
,1F647 1F3FE,person bowing: medium-dark skin tone,People & Body,person-gesture,793,excluded,skin_tone_variant
,1F647 1F3FF,person bowing: dark skin tone,People & Body,person-gesture,794,excluded,skin_tone_variant
,1F647 200D 2642 FE0F,man bowing,People & Body,person-gesture,795,excluded,zwj_sequence
,1F647 1F3FB 200D 2642 FE0F,man bowing: light skin tone,People & Body,person-gesture,796,excluded,skin_tone_variant
,1F647 1F3FC 200D 2642 FE0F,man bowing: medium-light skin tone,People & Body,person-gesture,797,excluded,skin_tone_variant
,1F647 1F3FD 200D 2642 FE0F,man bowing: medium skin tone,People & Body,person-gesture,798,excluded,skin_tone_variant
,1F647 1F3FE 200D 2642 FE0F,man bowing: medium-dark skin tone,People & Body,person-gesture,799,excluded,skin_tone_variant
,1F647 1F3FF 200D 2642 FE0F,man bowing: dark skin tone,People & Body,person-gesture,800,excluded,skin_tone_variant
,1F647 200D 2640 FE0F,woman bowing,People & Body,person-gesture,801,excluded,zwj_sequence
,1F647 1F3FB 200D 2640 FE0F,woman bowing: light skin tone,People & Body,person-gesture,802,excluded,skin_tone_variant
,1F647 1F3FC 200D 2640 FE0F,woman bowing: medium-light skin tone,People & Body,person-gesture,803,excluded,skin_tone_variant
,1F647 1F3FD 200D 2640 FE0F,woman bowing: medium skin tone,People & Body,person-gesture,804,excluded,skin_tone_variant
,1F647 1F3FE 200D 2640 FE0F,woman bowing: medium-dark skin tone,People & Body,person-gesture,805,excluded,skin_tone_variant
,1F647 1F3FF 200D 2640 FE0F,woman bowing: dark skin tone,People & Body,person-gesture,806,excluded,skin_tone_variant
232,1F926,person facepalming,People & Body,person-gesture,807,included,
,1F926 1F3FB,person facepalming: light skin tone,People & Body,person-gesture,808,excluded,skin_tone_variant
,1F926 1F3FC,person facepalming: medium-light skin tone,People & Body,person-gesture,809,excluded,skin_tone_variant
,1F926 1F3FD,person facepalming: medium skin tone,People & Body,person-gesture,810,excluded,skin_tone_variant
,1F926 1F3FE,person facepalming: medium-dark skin tone,People & Body,person-gesture,811,excluded,skin_tone_variant
,1F926 1F3FF,person facepalming: dark skin tone,People & Body,person-gesture,812,excluded,skin_tone_variant
,1F926 200D 2642 FE0F,man facepalming,People & Body,person-gesture,813,excluded,zwj_sequence
,1F926 1F3FB 200D 2642 FE0F,man facepalming: light skin tone,People & Body,person-gesture,814,excluded,skin_tone_variant
,1F926 1F3FC 200D 2642 FE0F,man facepalming: medium-light skin tone,People & Body,person-gesture,815,excluded,skin_tone_variant
,1F926 1F3FD 200D 2642 FE0F,man facepalming: medium skin tone,People & Body,person-gesture,816,excluded,skin_tone_variant
,1F926 1F3FE 200D 2642 FE0F,man facepalming: medium-dark skin tone,People & Body,person-gesture,817,excluded,skin_tone_variant
,1F926 1F3FF 200D 2642 FE0F,man facepalming: dark skin tone,People & Body,person-gesture,818,excluded,skin_tone_variant
,1F926 200D 2640 FE0F,woman facepalming,People & Body,person-gesture,819,excluded,zwj_sequence
,1F926 1F3FB 200D 2640 FE0F,woman facepalming: light skin tone,People & Body,person-gesture,820,excluded,skin_tone_variant
,1F926 1F3FC 200D 2640 FE0F,woman facepalming: medium-light skin tone,People & Body,person-gesture,821,excluded,skin_tone_variant
,1F926 1F3FD 200D 2640 FE0F,woman facepalming: medium skin tone,People & Body,person-gesture,822,excluded,skin_tone_variant
,1F926 1F3FE 200D 2640 FE0F,woman facepalming: medium-dark skin tone,People & Body,person-gesture,823,excluded,skin_tone_variant
,1F926 1F3FF 200D 2640 FE0F,woman facepalming: dark skin tone,People & Body,person-gesture,824,excluded,skin_tone_variant
233,1F937,person shrugging,People & Body,person-gesture,825,included,
,1F937 1F3FB,person shrugging: light skin tone,People & Body,person-gesture,826,excluded,skin_tone_variant
,1F937 1F3FC,person shrugging: medium-light skin tone,People & Body,person-gesture,827,excluded,skin_tone_variant
,1F937 1F3FD,person shrugging: medium skin tone,People & Body,person-gesture,828,excluded,skin_tone_variant
,1F937 1F3FE,person shrugging: medium-dark skin tone,People & Body,person-gesture,829,excluded,skin_tone_variant
,1F937 1F3FF,person shrugging: dark skin tone,People & Body,person-gesture,830,excluded,skin_tone_variant
,1F937 200D 2642 FE0F,man shrugging,People & Body,person-gesture,831,excluded,zwj_sequence
,1F937 1F3FB 200D 2642 FE0F,man shrugging: light skin tone,People & Body,person-gesture,832,excluded,skin_tone_variant
,1F937 1F3FC 200D 2642 FE0F,man shrugging: medium-light skin tone,People & Body,person-gesture,833,excluded,skin_tone_variant
,1F937 1F3FD 200D 2642 FE0F,man shrugging: medium skin tone,People & Body,person-gesture,834,excluded,skin_tone_variant
,1F937 1F3FE 200D 2642 FE0F,man shrugging: medium-dark skin tone,People & Body,person-gesture,835,excluded,skin_tone_variant
,1F937 1F3FF 200D 2642 FE0F,man shrugging: dark skin tone,People & Body,person-gesture,836,excluded,skin_tone_variant
,1F937 200D 2640 FE0F,woman shrugging,People & Body,person-gesture,837,excluded,zwj_sequence
,1F937 1F3FB 200D 2640 FE0F,woman shrugging: light skin tone,People & Body,person-gesture,838,excluded,skin_tone_variant
,1F937 1F3FC 200D 2640 FE0F,woman shrugging: medium-light skin tone,People & Body,person-gesture,839,excluded,skin_tone_variant
,1F937 1F3FD 200D 2640 FE0F,woman shrugging: medium skin tone,People & Body,person-gesture,840,excluded,skin_tone_variant
,1F937 1F3FE 200D 2640 FE0F,woman shrugging: medium-dark skin tone,People & Body,person-gesture,841,excluded,skin_tone_variant
,1F937 1F3FF 200D 2640 FE0F,woman shrugging: dark skin tone,People & Body,person-gesture,842,excluded,skin_tone_variant
234,1F9D1 200D 2695 FE0F,health worker,People & Body,person-role,843,included,zwj_sequence
,1F9D1 1F3FB 200D 2695 FE0F,health worker: light skin tone,People & Body,person-role,844,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 2695 FE0F,health worker: medium-light skin tone,People & Body,person-role,845,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 2695 FE0F,health worker: medium skin tone,People & Body,person-role,846,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 2695 FE0F,health worker: medium-dark skin tone,People & Body,person-role,847,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 2695 FE0F,health worker: dark skin tone,People & Body,person-role,848,excluded,skin_tone_variant
,1F468 200D 2695 FE0F,man health worker,People & Body,person-role,849,excluded,zwj_sequence
,1F468 1F3FB 200D 2695 FE0F,man health worker: light skin tone,People & Body,person-role,850,excluded,skin_tone_variant
,1F468 1F3FC 200D 2695 FE0F,man health worker: medium-light skin tone,People & Body,person-role,851,excluded,skin_tone_variant
,1F468 1F3FD 200D 2695 FE0F,man health worker: medium skin tone,People & Body,person-role,852,excluded,skin_tone_variant
,1F468 1F3FE 200D 2695 FE0F,man health worker: medium-dark skin tone,People & Body,person-role,853,excluded,skin_tone_variant
,1F468 1F3FF 200D 2695 FE0F,man health worker: dark skin tone,People & Body,person-role,854,excluded,skin_tone_variant
,1F469 200D 2695 FE0F,woman health worker,People & Body,person-role,855,excluded,zwj_sequence
,1F469 1F3FB 200D 2695 FE0F,woman health worker: light skin tone,People & Body,person-role,856,excluded,skin_tone_variant
,1F469 1F3FC 200D 2695 FE0F,woman health worker: medium-light skin tone,People & Body,person-role,857,excluded,skin_tone_variant
,1F469 1F3FD 200D 2695 FE0F,woman health worker: medium skin tone,People & Body,person-role,858,excluded,skin_tone_variant
,1F469 1F3FE 200D 2695 FE0F,woman health worker: medium-dark skin tone,People & Body,person-role,859,excluded,skin_tone_variant
,1F469 1F3FF 200D 2695 FE0F,woman health worker: dark skin tone,People & Body,person-role,860,excluded,skin_tone_variant
235,1F9D1 200D 1F393,student,People & Body,person-role,861,included,zwj_sequence
,1F9D1 1F3FB 200D 1F393,student: light skin tone,People & Body,person-role,862,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F393,student: medium-light skin tone,People & Body,person-role,863,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F393,student: medium skin tone,People & Body,person-role,864,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F393,student: medium-dark skin tone,People & Body,person-role,865,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F393,student: dark skin tone,People & Body,person-role,866,excluded,skin_tone_variant
,1F468 200D 1F393,man student,People & Body,person-role,867,excluded,zwj_sequence
,1F468 1F3FB 200D 1F393,man student: light skin tone,People & Body,person-role,868,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F393,man student: medium-light skin tone,People & Body,person-role,869,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F393,man student: medium skin tone,People & Body,person-role,870,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F393,man student: medium-dark skin tone,People & Body,person-role,871,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F393,man student: dark skin tone,People & Body,person-role,872,excluded,skin_tone_variant
,1F469 200D 1F393,woman student,People & Body,person-role,873,excluded,zwj_sequence
,1F469 1F3FB 200D 1F393,woman student: light skin tone,People & Body,person-role,874,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F393,woman student: medium-light skin tone,People & Body,person-role,875,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F393,woman student: medium skin tone,People & Body,person-role,876,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F393,woman student: medium-dark skin tone,People & Body,person-role,877,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F393,woman student: dark skin tone,People & Body,person-role,878,excluded,skin_tone_variant
236,1F9D1 200D 1F3EB,teacher,People & Body,person-role,879,included,zwj_sequence
,1F9D1 1F3FB 200D 1F3EB,teacher: light skin tone,People & Body,person-role,880,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F3EB,teacher: medium-light skin tone,People & Body,person-role,881,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F3EB,teacher: medium skin tone,People & Body,person-role,882,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F3EB,teacher: medium-dark skin tone,People & Body,person-role,883,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F3EB,teacher: dark skin tone,People & Body,person-role,884,excluded,skin_tone_variant
,1F468 200D 1F3EB,man teacher,People & Body,person-role,885,excluded,zwj_sequence
,1F468 1F3FB 200D 1F3EB,man teacher: light skin tone,People & Body,person-role,886,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F3EB,man teacher: medium-light skin tone,People & Body,person-role,887,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F3EB,man teacher: medium skin tone,People & Body,person-role,888,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F3EB,man teacher: medium-dark skin tone,People & Body,person-role,889,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F3EB,man teacher: dark skin tone,People & Body,person-role,890,excluded,skin_tone_variant
,1F469 200D 1F3EB,woman teacher,People & Body,person-role,891,excluded,zwj_sequence
,1F469 1F3FB 200D 1F3EB,woman teacher: light skin tone,People & Body,person-role,892,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F3EB,woman teacher: medium-light skin tone,People & Body,person-role,893,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F3EB,woman teacher: medium skin tone,People & Body,person-role,894,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F3EB,woman teacher: medium-dark skin tone,People & Body,person-role,895,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F3EB,woman teacher: dark skin tone,People & Body,person-role,896,excluded,skin_tone_variant
237,1F9D1 200D 2696 FE0F,judge,People & Body,person-role,897,included,zwj_sequence
,1F9D1 1F3FB 200D 2696 FE0F,judge: light skin tone,People & Body,person-role,898,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 2696 FE0F,judge: medium-light skin tone,People & Body,person-role,899,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 2696 FE0F,judge: medium skin tone,People & Body,person-role,900,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 2696 FE0F,judge: medium-dark skin tone,People & Body,person-role,901,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 2696 FE0F,judge: dark skin tone,People & Body,person-role,902,excluded,skin_tone_variant
,1F468 200D 2696 FE0F,man judge,People & Body,person-role,903,excluded,zwj_sequence
,1F468 1F3FB 200D 2696 FE0F,man judge: light skin tone,People & Body,person-role,904,excluded,skin_tone_variant
,1F468 1F3FC 200D 2696 FE0F,man judge: medium-light skin tone,People & Body,person-role,905,excluded,skin_tone_variant
,1F468 1F3FD 200D 2696 FE0F,man judge: medium skin tone,People & Body,person-role,906,excluded,skin_tone_variant
,1F468 1F3FE 200D 2696 FE0F,man judge: medium-dark skin tone,People & Body,person-role,907,excluded,skin_tone_variant
,1F468 1F3FF 200D 2696 FE0F,man judge: dark skin tone,People & Body,person-role,908,excluded,skin_tone_variant
,1F469 200D 2696 FE0F,woman judge,People & Body,person-role,909,excluded,zwj_sequence
,1F469 1F3FB 200D 2696 FE0F,woman judge: light skin tone,People & Body,person-role,910,excluded,skin_tone_variant
,1F469 1F3FC 200D 2696 FE0F,woman judge: medium-light skin tone,People & Body,person-role,911,excluded,skin_tone_variant
,1F469 1F3FD 200D 2696 FE0F,woman judge: medium skin tone,People & Body,person-role,912,excluded,skin_tone_variant
,1F469 1F3FE 200D 2696 FE0F,woman judge: medium-dark skin tone,People & Body,person-role,913,excluded,skin_tone_variant
,1F469 1F3FF 200D 2696 FE0F,woman judge: dark skin tone,People & Body,person-role,914,excluded,skin_tone_variant
238,1F9D1 200D 1F33E,farmer,People & Body,person-role,915,included,zwj_sequence
,1F9D1 1F3FB 200D 1F33E,farmer: light skin tone,People & Body,person-role,916,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F33E,farmer: medium-light skin tone,People & Body,person-role,917,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F33E,farmer: medium skin tone,People & Body,person-role,918,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F33E,farmer: medium-dark skin tone,People & Body,person-role,919,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F33E,farmer: dark skin tone,People & Body,person-role,920,excluded,skin_tone_variant
,1F468 200D 1F33E,man farmer,People & Body,person-role,921,excluded,zwj_sequence
,1F468 1F3FB 200D 1F33E,man farmer: light skin tone,People & Body,person-role,922,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F33E,man farmer: medium-light skin tone,People & Body,person-role,923,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F33E,man farmer: medium skin tone,People & Body,person-role,924,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F33E,man farmer: medium-dark skin tone,People & Body,person-role,925,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F33E,man farmer: dark skin tone,People & Body,person-role,926,excluded,skin_tone_variant
,1F469 200D 1F33E,woman farmer,People & Body,person-role,927,excluded,zwj_sequence
,1F469 1F3FB 200D 1F33E,woman farmer: light skin tone,People & Body,person-role,928,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F33E,woman farmer: medium-light skin tone,People & Body,person-role,929,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F33E,woman farmer: medium skin tone,People & Body,person-role,930,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F33E,woman farmer: medium-dark skin tone,People & Body,person-role,931,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F33E,woman farmer: dark skin tone,People & Body,person-role,932,excluded,skin_tone_variant
239,1F9D1 200D 1F373,cook,People & Body,person-role,933,included,zwj_sequence
,1F9D1 1F3FB 200D 1F373,cook: light skin tone,People & Body,person-role,934,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F373,cook: medium-light skin tone,People & Body,person-role,935,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F373,cook: medium skin tone,People & Body,person-role,936,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F373,cook: medium-dark skin tone,People & Body,person-role,937,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F373,cook: dark skin tone,People & Body,person-role,938,excluded,skin_tone_variant
,1F468 200D 1F373,man cook,People & Body,person-role,939,excluded,zwj_sequence
,1F468 1F3FB 200D 1F373,man cook: light skin tone,People & Body,person-role,940,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F373,man cook: medium-light skin tone,People & Body,person-role,941,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F373,man cook: medium skin tone,People & Body,person-role,942,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F373,man cook: medium-dark skin tone,People & Body,person-role,943,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F373,man cook: dark skin tone,People & Body,person-role,944,excluded,skin_tone_variant
,1F469 200D 1F373,woman cook,People & Body,person-role,945,excluded,zwj_sequence
,1F469 1F3FB 200D 1F373,woman cook: light skin tone,People & Body,person-role,946,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F373,woman cook: medium-light skin tone,People & Body,person-role,947,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F373,woman cook: medium skin tone,People & Body,person-role,948,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F373,woman cook: medium-dark skin tone,People & Body,person-role,949,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F373,woman cook: dark skin tone,People & Body,person-role,950,excluded,skin_tone_variant
240,1F9D1 200D 1F527,mechanic,People & Body,person-role,951,included,zwj_sequence
,1F9D1 1F3FB 200D 1F527,mechanic: light skin tone,People & Body,person-role,952,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F527,mechanic: medium-light skin tone,People & Body,person-role,953,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F527,mechanic: medium skin tone,People & Body,person-role,954,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F527,mechanic: medium-dark skin tone,People & Body,person-role,955,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F527,mechanic: dark skin tone,People & Body,person-role,956,excluded,skin_tone_variant
,1F468 200D 1F527,man mechanic,People & Body,person-role,957,excluded,zwj_sequence
,1F468 1F3FB 200D 1F527,man mechanic: light skin tone,People & Body,person-role,958,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F527,man mechanic: medium-light skin tone,People & Body,person-role,959,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F527,man mechanic: medium skin tone,People & Body,person-role,960,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F527,man mechanic: medium-dark skin tone,People & Body,person-role,961,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F527,man mechanic: dark skin tone,People & Body,person-role,962,excluded,skin_tone_variant
,1F469 200D 1F527,woman mechanic,People & Body,person-role,963,excluded,zwj_sequence
,1F469 1F3FB 200D 1F527,woman mechanic: light skin tone,People & Body,person-role,964,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F527,woman mechanic: medium-light skin tone,People & Body,person-role,965,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F527,woman mechanic: medium skin tone,People & Body,person-role,966,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F527,woman mechanic: medium-dark skin tone,People & Body,person-role,967,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F527,woman mechanic: dark skin tone,People & Body,person-role,968,excluded,skin_tone_variant
241,1F9D1 200D 1F3ED,factory worker,People & Body,person-role,969,included,zwj_sequence
,1F9D1 1F3FB 200D 1F3ED,factory worker: light skin tone,People & Body,person-role,970,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F3ED,factory worker: medium-light skin tone,People & Body,person-role,971,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F3ED,factory worker: medium skin tone,People & Body,person-role,972,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F3ED,factory worker: medium-dark skin tone,People & Body,person-role,973,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F3ED,factory worker: dark skin tone,People & Body,person-role,974,excluded,skin_tone_variant
,1F468 200D 1F3ED,man factory worker,People & Body,person-role,975,excluded,zwj_sequence
,1F468 1F3FB 200D 1F3ED,man factory worker: light skin tone,People & Body,person-role,976,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F3ED,man factory worker: medium-light skin tone,People & Body,person-role,977,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F3ED,man factory worker: medium skin tone,People & Body,person-role,978,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F3ED,man factory worker: medium-dark skin tone,People & Body,person-role,979,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F3ED,man factory worker: dark skin tone,People & Body,person-role,980,excluded,skin_tone_variant
,1F469 200D 1F3ED,woman factory worker,People & Body,person-role,981,excluded,zwj_sequence
,1F469 1F3FB 200D 1F3ED,woman factory worker: light skin tone,People & Body,person-role,982,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F3ED,woman factory worker: medium-light skin tone,People & Body,person-role,983,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F3ED,woman factory worker: medium skin tone,People & Body,person-role,984,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F3ED,woman factory worker: medium-dark skin tone,People & Body,person-role,985,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F3ED,woman factory worker: dark skin tone,People & Body,person-role,986,excluded,skin_tone_variant
242,1F9D1 200D 1F4BC,office worker,People & Body,person-role,987,included,zwj_sequence
,1F9D1 1F3FB 200D 1F4BC,office worker: light skin tone,People & Body,person-role,988,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F4BC,office worker: medium-light skin tone,People & Body,person-role,989,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F4BC,office worker: medium skin tone,People & Body,person-role,990,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F4BC,office worker: medium-dark skin tone,People & Body,person-role,991,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F4BC,office worker: dark skin tone,People & Body,person-role,992,excluded,skin_tone_variant
,1F468 200D 1F4BC,man office worker,People & Body,person-role,993,excluded,zwj_sequence
,1F468 1F3FB 200D 1F4BC,man office worker: light skin tone,People & Body,person-role,994,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F4BC,man office worker: medium-light skin tone,People & Body,person-role,995,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F4BC,man office worker: medium skin tone,People & Body,person-role,996,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F4BC,man office worker: medium-dark skin tone,People & Body,person-role,997,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F4BC,man office worker: dark skin tone,People & Body,person-role,998,excluded,skin_tone_variant
,1F469 200D 1F4BC,woman office worker,People & Body,person-role,999,excluded,zwj_sequence
,1F469 1F3FB 200D 1F4BC,woman office worker: light skin tone,People & Body,person-role,1000,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F4BC,woman office worker: medium-light skin tone,People & Body,person-role,1001,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F4BC,woman office worker: medium skin tone,People & Body,person-role,1002,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F4BC,woman office worker: medium-dark skin tone,People & Body,person-role,1003,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F4BC,woman office worker: dark skin tone,People & Body,person-role,1004,excluded,skin_tone_variant
243,1F9D1 200D 1F52C,scientist,People & Body,person-role,1005,included,zwj_sequence
,1F9D1 1F3FB 200D 1F52C,scientist: light skin tone,People & Body,person-role,1006,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F52C,scientist: medium-light skin tone,People & Body,person-role,1007,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F52C,scientist: medium skin tone,People & Body,person-role,1008,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F52C,scientist: medium-dark skin tone,People & Body,person-role,1009,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F52C,scientist: dark skin tone,People & Body,person-role,1010,excluded,skin_tone_variant
,1F468 200D 1F52C,man scientist,People & Body,person-role,1011,excluded,zwj_sequence
,1F468 1F3FB 200D 1F52C,man scientist: light skin tone,People & Body,person-role,1012,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F52C,man scientist: medium-light skin tone,People & Body,person-role,1013,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F52C,man scientist: medium skin tone,People & Body,person-role,1014,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F52C,man scientist: medium-dark skin tone,People & Body,person-role,1015,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F52C,man scientist: dark skin tone,People & Body,person-role,1016,excluded,skin_tone_variant
,1F469 200D 1F52C,woman scientist,People & Body,person-role,1017,excluded,zwj_sequence
