rf_code,codepoints,name,group,subgroup,order,joypixels_file,status,reason
,1F9CF 1F3FE,deaf person: medium-dark skin tone,People & Body,person-gesture,775,1f9cf-1f3fe.png,excluded,skin_tone_variant
,1F9CF 1F3FF,deaf person: dark skin tone,People & Body,person-gesture,776,1f9cf-1f3ff.png,excluded,skin_tone_variant
,1F9CF 200D 2642 FE0F,deaf man,People & Body,person-gesture,777,1f9cf-2642.png,excluded,zwj_sequence
,1F9CF 1F3FB 200D 2642 FE0F,deaf man: light skin tone,People & Body,person-gesture,778,1f9cf-1f3fb-2642.png,excluded,skin_tone_variant
,1F9CF 1F3FC 200D 2642 FE0F,deaf man: medium-light skin tone,People & Body,person-gesture,779,1f9cf-1f3fc-2642.png,excluded,skin_tone_variant
,1F9CF 1F3FD 200D 2642 FE0F,deaf man: medium skin tone,People & Body,person-gesture,780,1f9cf-1f3fd-2642.png,excluded,skin_tone_variant
,1F9CF 1F3FE 200D 2642 FE0F,deaf man: medium-dark skin tone,People & Body,person-gesture,781,1f9cf-1f3fe-2642.png,excluded,skin_tone_variant
,1F9CF 1F3FF 200D 2642 FE0F,deaf man: dark skin tone,People & Body,person-gesture,782,1f9cf-1f3ff-2642.png,excluded,skin_tone_variant
,1F9CF 200D 2640 FE0F,deaf woman,People & Body,person-gesture,783,1f9cf-2640.png,excluded,zwj_sequence
,1F9CF 1F3FB 200D 2640 FE0F,deaf woman: light skin tone,People & Body,person-gesture,784,1f9cf-1f3fb-2640.png,excluded,skin_tone_variant
,1F9CF 1F3FC 200D 2640 FE0F,deaf woman: medium-light skin tone,People & Body,person-gesture,785,1f9cf-1f3fc-2640.png,excluded,skin_tone_variant
,1F9CF 1F3FD 200D 2640 FE0F,deaf woman: medium skin tone,People & Body,person-gesture,786,1f9cf-1f3fd-2640.png,excluded,skin_tone_variant
,1F9CF 1F3FE 200D 2640 FE0F,deaf woman: medium-dark skin tone,People & Body,person-gesture,787,1f9cf-1f3fe-2640.png,excluded,skin_tone_variant
,1F9CF 1F3FF 200D 2640 FE0F,deaf woman: dark skin tone,People & Body,person-gesture,788,1f9cf-1f3ff-2640.png,excluded,skin_tone_variant
,1F647,person bowing,People & Body,person-gesture,789,1f647.png,candidate,
,1F647 1F3FB,person bowing: light skin tone,People & Body,person-gesture,790,1f647-1f3fb.png,excluded,skin_tone_variant
,1F647 1F3FC,person bowing: medium-light skin tone,People & Body,person-gesture,791,1f647-1f3fc.png,excluded,skin_tone_variant
,1F647 1F3FD,person bowing: medium skin tone,People & Body,person-gesture,792,1f647-1f3fd.png,excluded,skin_tone_variant
,1F647 1F3FE,person bowing: medium-dark skin tone,People & Body,person-gesture,793,1f647-1f3fe.png,excluded,skin_tone_variant
,1F647 1F3FF,person bowing: dark skin tone,People & Body,person-gesture,794,1f647-1f3ff.png,excluded,skin_tone_variant
,1F647 200D 2642 FE0F,man bowing,People & Body,person-gesture,795,1f647-2642.png,excluded,zwj_sequence
,1F647 1F3FB 200D 2642 FE0F,man bowing: light skin tone,People & Body,person-gesture,796,1f647-1f3fb-2642.png,excluded,skin_tone_variant
,1F647 1F3FC 200D 2642 FE0F,man bowing: medium-light skin tone,People & Body,person-gesture,797,1f647-1f3fc-2642.png,excluded,skin_tone_variant
,1F647 1F3FD 200D 2642 FE0F,man bowing: medium skin tone,People & Body,person-gesture,798,1f647-1f3fd-2642.png,excluded,skin_tone_variant
,1F647 1F3FE 200D 2642 FE0F,man bowing: medium-dark skin tone,People & Body,person-gesture,799,1f647-1f3fe-2642.png,excluded,skin_tone_variant
,1F647 1F3FF 200D 2642 FE0F,man bowing: dark skin tone,People & Body,person-gesture,800,1f647-1f3ff-2642.png,excluded,skin_tone_variant
,1F647 200D 2640 FE0F,woman bowing,People & Body,person-gesture,801,1f647-2640.png,excluded,zwj_sequence
,1F647 1F3FB 200D 2640 FE0F,woman bowing: light skin tone,People & Body,person-gesture,802,1f647-1f3fb-2640.png,excluded,skin_tone_variant
,1F647 1F3FC 200D 2640 FE0F,woman bowing: medium-light skin tone,People & Body,person-gesture,803,1f647-1f3fc-2640.png,excluded,skin_tone_variant
,1F647 1F3FD 200D 2640 FE0F,woman bowing: medium skin tone,People & Body,person-gesture,804,1f647-1f3fd-2640.png,excluded,skin_tone_variant
,1F647 1F3FE 200D 2640 FE0F,woman bowing: medium-dark skin tone,People & Body,person-gesture,805,1f647-1f3fe-2640.png,excluded,skin_tone_variant
,1F647 1F3FF 200D 2640 FE0F,woman bowing: dark skin tone,People & Body,person-gesture,806,1f647-1f3ff-2640.png,excluded,skin_tone_variant
,1F926,person facepalming,People & Body,person-gesture,807,1f926.png,candidate,
,1F926 1F3FB,person facepalming: light skin tone,People & Body,person-gesture,808,1f926-1f3fb.png,excluded,skin_tone_variant
,1F926 1F3FC,person facepalming: medium-light skin tone,People & Body,person-gesture,809,1f926-1f3fc.png,excluded,skin_tone_variant
,1F926 1F3FD,person facepalming: medium skin tone,People & Body,person-gesture,810,1f926-1f3fd.png,excluded,skin_tone_variant
,1F926 1F3FE,person facepalming: medium-dark skin tone,People & Body,person-gesture,811,1f926-1f3fe.png,excluded,skin_tone_variant
,1F926 1F3FF,person facepalming: dark skin tone,People & Body,person-gesture,812,1f926-1f3ff.png,excluded,skin_tone_variant
,1F926 200D 2642 FE0F,man facepalming,People & Body,person-gesture,813,1f926-2642.png,excluded,zwj_sequence
,1F926 1F3FB 200D 2642 FE0F,man facepalming: light skin tone,People & Body,person-gesture,814,1f926-1f3fb-2642.png,excluded,skin_tone_variant
,1F926 1F3FC 200D 2642 FE0F,man facepalming: medium-light skin tone,People & Body,person-gesture,815,1f926-1f3fc-2642.png,excluded,skin_tone_variant
,1F926 1F3FD 200D 2642 FE0F,man facepalming: medium skin tone,People & Body,person-gesture,816,1f926-1f3fd-2642.png,excluded,skin_tone_variant
,1F926 1F3FE 200D 2642 FE0F,man facepalming: medium-dark skin tone,People & Body,person-gesture,817,1f926-1f3fe-2642.png,excluded,skin_tone_variant
,1F926 1F3FF 200D 2642 FE0F,man facepalming: dark skin tone,People & Body,person-gesture,818,1f926-1f3ff-2642.png,excluded,skin_tone_variant
,1F926 200D 2640 FE0F,woman facepalming,People & Body,person-gesture,819,1f926-2640.png,excluded,zwj_sequence
,1F926 1F3FB 200D 2640 FE0F,woman facepalming: light skin tone,People & Body,person-gesture,820,1f926-1f3fb-2640.png,excluded,skin_tone_variant
,1F926 1F3FC 200D 2640 FE0F,woman facepalming: medium-light skin tone,People & Body,person-gesture,821,1f926-1f3fc-2640.png,excluded,skin_tone_variant
,1F926 1F3FD 200D 2640 FE0F,woman facepalming: medium skin tone,People & Body,person-gesture,822,1f926-1f3fd-2640.png,excluded,skin_tone_variant
,1F926 1F3FE 200D 2640 FE0F,woman facepalming: medium-dark skin tone,People & Body,person-gesture,823,1f926-1f3fe-2640.png,excluded,skin_tone_variant
,1F926 1F3FF 200D 2640 FE0F,woman facepalming: dark skin tone,People & Body,person-gesture,824,1f926-1f3ff-2640.png,excluded,skin_tone_variant
,1F937,person shrugging,People & Body,person-gesture,825,1f937.png,candidate,
,1F937 1F3FB,person shrugging: light skin tone,People & Body,person-gesture,826,1f937-1f3fb.png,excluded,skin_tone_variant
,1F937 1F3FC,person shrugging: medium-light skin tone,People & Body,person-gesture,827,1f937-1f3fc.png,excluded,skin_tone_variant
,1F937 1F3FD,person shrugging: medium skin tone,People & Body,person-gesture,828,1f937-1f3fd.png,excluded,skin_tone_variant
,1F937 1F3FE,person shrugging: medium-dark skin tone,People & Body,person-gesture,829,1f937-1f3fe.png,excluded,skin_tone_variant
,1F937 1F3FF,person shrugging: dark skin tone,People & Body,person-gesture,830,1f937-1f3ff.png,excluded,skin_tone_variant
,1F937 200D 2642 FE0F,man shrugging,People & Body,person-gesture,831,1f937-2642.png,excluded,zwj_sequence
,1F937 1F3FB 200D 2642 FE0F,man shrugging: light skin tone,People & Body,person-gesture,832,1f937-1f3fb-2642.png,excluded,skin_tone_variant
,1F937 1F3FC 200D 2642 FE0F,man shrugging: medium-light skin tone,People & Body,person-gesture,833,1f937-1f3fc-2642.png,excluded,skin_tone_variant
,1F937 1F3FD 200D 2642 FE0F,man shrugging: medium skin tone,People & Body,person-gesture,834,1f937-1f3fd-2642.png,excluded,skin_tone_variant
,1F937 1F3FE 200D 2642 FE0F,man shrugging: medium-dark skin tone,People & Body,person-gesture,835,1f937-1f3fe-2642.png,excluded,skin_tone_variant
,1F937 1F3FF 200D 2642 FE0F,man shrugging: dark skin tone,People & Body,person-gesture,836,1f937-1f3ff-2642.png,excluded,skin_tone_variant
,1F937 200D 2640 FE0F,woman shrugging,People & Body,person-gesture,837,1f937-2640.png,excluded,zwj_sequence
,1F937 1F3FB 200D 2640 FE0F,woman shrugging: light skin tone,People & Body,person-gesture,838,1f937-1f3fb-2640.png,excluded,skin_tone_variant
,1F937 1F3FC 200D 2640 FE0F,woman shrugging: medium-light skin tone,People & Body,person-gesture,839,1f937-1f3fc-2640.png,excluded,skin_tone_variant
,1F937 1F3FD 200D 2640 FE0F,woman shrugging: medium skin tone,People & Body,person-gesture,840,1f937-1f3fd-2640.png,excluded,skin_tone_variant
,1F937 1F3FE 200D 2640 FE0F,woman shrugging: medium-dark skin tone,People & Body,person-gesture,841,1f937-1f3fe-2640.png,excluded,skin_tone_variant
,1F937 1F3FF 200D 2640 FE0F,woman shrugging: dark skin tone,People & Body,person-gesture,842,1f937-1f3ff-2640.png,excluded,skin_tone_variant
,1F9D1 200D 2695 FE0F,health worker,People & Body,person-role,843,1f9d1-2695.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 2695 FE0F,health worker: light skin tone,People & Body,person-role,844,1f9d1-1f3fb-2695.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 2695 FE0F,health worker: medium-light skin tone,People & Body,person-role,845,1f9d1-1f3fc-2695.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 2695 FE0F,health worker: medium skin tone,People & Body,person-role,846,1f9d1-1f3fd-2695.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 2695 FE0F,health worker: medium-dark skin tone,People & Body,person-role,847,1f9d1-1f3fe-2695.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 2695 FE0F,health worker: dark skin tone,People & Body,person-role,848,1f9d1-1f3ff-2695.png,excluded,skin_tone_variant
,1F468 200D 2695 FE0F,man health worker,People & Body,person-role,849,1f468-2695.png,excluded,zwj_sequence
,1F468 1F3FB 200D 2695 FE0F,man health worker: light skin tone,People & Body,person-role,850,1f468-1f3fb-2695.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 2695 FE0F,man health worker: medium-light skin tone,People & Body,person-role,851,1f468-1f3fc-2695.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 2695 FE0F,man health worker: medium skin tone,People & Body,person-role,852,1f468-1f3fd-2695.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 2695 FE0F,man health worker: medium-dark skin tone,People & Body,person-role,853,1f468-1f3fe-2695.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 2695 FE0F,man health worker: dark skin tone,People & Body,person-role,854,1f468-1f3ff-2695.png,excluded,skin_tone_variant
,1F469 200D 2695 FE0F,woman health worker,People & Body,person-role,855,1f469-2695.png,excluded,zwj_sequence
,1F469 1F3FB 200D 2695 FE0F,woman health worker: light skin tone,People & Body,person-role,856,1f469-1f3fb-2695.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 2695 FE0F,woman health worker: medium-light skin tone,People & Body,person-role,857,1f469-1f3fc-2695.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 2695 FE0F,woman health worker: medium skin tone,People & Body,person-role,858,1f469-1f3fd-2695.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 2695 FE0F,woman health worker: medium-dark skin tone,People & Body,person-role,859,1f469-1f3fe-2695.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 2695 FE0F,woman health worker: dark skin tone,People & Body,person-role,860,1f469-1f3ff-2695.png,excluded,skin_tone_variant
,1F9D1 200D 1F393,student,People & Body,person-role,861,1f9d1-1f393.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 1F393,student: light skin tone,People & Body,person-role,862,1f9d1-1f3fb-1f393.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F393,student: medium-light skin tone,People & Body,person-role,863,1f9d1-1f3fc-1f393.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F393,student: medium skin tone,People & Body,person-role,864,1f9d1-1f3fd-1f393.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F393,student: medium-dark skin tone,People & Body,person-role,865,1f9d1-1f3fe-1f393.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F393,student: dark skin tone,People & Body,person-role,866,1f9d1-1f3ff-1f393.png,excluded,skin_tone_variant
,1F468 200D 1F393,man student,People & Body,person-role,867,1f468-1f393.png,excluded,zwj_sequence
,1F468 1F3FB 200D 1F393,man student: light skin tone,People & Body,person-role,868,1f468-1f3fb-1f393.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F393,man student: medium-light skin tone,People & Body,person-role,869,1f468-1f3fc-1f393.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F393,man student: medium skin tone,People & Body,person-role,870,1f468-1f3fd-1f393.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F393,man student: medium-dark skin tone,People & Body,person-role,871,1f468-1f3fe-1f393.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F393,man student: dark skin tone,People & Body,person-role,872,1f468-1f3ff-1f393.png,excluded,skin_tone_variant
,1F469 200D 1F393,woman student,People & Body,person-role,873,1f469-1f393.png,excluded,zwj_sequence
,1F469 1F3FB 200D 1F393,woman student: light skin tone,People & Body,person-role,874,1f469-1f3fb-1f393.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F393,woman student: medium-light skin tone,People & Body,person-role,875,1f469-1f3fc-1f393.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F393,woman student: medium skin tone,People & Body,person-role,876,1f469-1f3fd-1f393.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F393,woman student: medium-dark skin tone,People & Body,person-role,877,1f469-1f3fe-1f393.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F393,woman student: dark skin tone,People & Body,person-role,878,1f469-1f3ff-1f393.png,excluded,skin_tone_variant
,1F9D1 200D 1F3EB,teacher,People & Body,person-role,879,1f9d1-1f3eb.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 1F3EB,teacher: light skin tone,People & Body,person-role,880,1f9d1-1f3fb-1f3eb.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F3EB,teacher: medium-light skin tone,People & Body,person-role,881,1f9d1-1f3fc-1f3eb.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F3EB,teacher: medium skin tone,People & Body,person-role,882,1f9d1-1f3fd-1f3eb.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F3EB,teacher: medium-dark skin tone,People & Body,person-role,883,1f9d1-1f3fe-1f3eb.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F3EB,teacher: dark skin tone,People & Body,person-role,884,1f9d1-1f3ff-1f3eb.png,excluded,skin_tone_variant
,1F468 200D 1F3EB,man teacher,People & Body,person-role,885,1f468-1f3eb.png,excluded,zwj_sequence
,1F468 1F3FB 200D 1F3EB,man teacher: light skin tone,People & Body,person-role,886,1f468-1f3fb-1f3eb.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F3EB,man teacher: medium-light skin tone,People & Body,person-role,887,1f468-1f3fc-1f3eb.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F3EB,man teacher: medium skin tone,People & Body,person-role,888,1f468-1f3fd-1f3eb.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F3EB,man teacher: medium-dark skin tone,People & Body,person-role,889,1f468-1f3fe-1f3eb.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F3EB,man teacher: dark skin tone,People & Body,person-role,890,1f468-1f3ff-1f3eb.png,excluded,skin_tone_variant
,1F469 200D 1F3EB,woman teacher,People & Body,person-role,891,1f469-1f3eb.png,excluded,zwj_sequence
,1F469 1F3FB 200D 1F3EB,woman teacher: light skin tone,People & Body,person-role,892,1f469-1f3fb-1f3eb.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F3EB,woman teacher: medium-light skin tone,People & Body,person-role,893,1f469-1f3fc-1f3eb.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F3EB,woman teacher: medium skin tone,People & Body,person-role,894,1f469-1f3fd-1f3eb.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F3EB,woman teacher: medium-dark skin tone,People & Body,person-role,895,1f469-1f3fe-1f3eb.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F3EB,woman teacher: dark skin tone,People & Body,person-role,896,1f469-1f3ff-1f3eb.png,excluded,skin_tone_variant
,1F9D1 200D 2696 FE0F,judge,People & Body,person-role,897,1f9d1-2696.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 2696 FE0F,judge: light skin tone,People & Body,person-role,898,1f9d1-1f3fb-2696.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 2696 FE0F,judge: medium-light skin tone,People & Body,person-role,899,1f9d1-1f3fc-2696.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 2696 FE0F,judge: medium skin tone,People & Body,person-role,900,1f9d1-1f3fd-2696.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 2696 FE0F,judge: medium-dark skin tone,People & Body,person-role,901,1f9d1-1f3fe-2696.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 2696 FE0F,judge: dark skin tone,People & Body,person-role,902,1f9d1-1f3ff-2696.png,excluded,skin_tone_variant
,1F468 200D 2696 FE0F,man judge,People & Body,person-role,903,1f468-2696.png,excluded,zwj_sequence
,1F468 1F3FB 200D 2696 FE0F,man judge: light skin tone,People & Body,person-role,904,1f468-1f3fb-2696.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 2696 FE0F,man judge: medium-light skin tone,People & Body,person-role,905,1f468-1f3fc-2696.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 2696 FE0F,man judge: medium skin tone,People & Body,person-role,906,1f468-1f3fd-2696.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 2696 FE0F,man judge: medium-dark skin tone,People & Body,person-role,907,1f468-1f3fe-2696.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 2696 FE0F,man judge: dark skin tone,People & Body,person-role,908,1f468-1f3ff-2696.png,excluded,skin_tone_variant
,1F469 200D 2696 FE0F,woman judge,People & Body,person-role,909,1f469-2696.png,excluded,zwj_sequence
,1F469 1F3FB 200D 2696 FE0F,woman judge: light skin tone,People & Body,person-role,910,1f469-1f3fb-2696.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 2696 FE0F,woman judge: medium-light skin tone,People & Body,person-role,911,1f469-1f3fc-2696.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 2696 FE0F,woman judge: medium skin tone,People & Body,person-role,912,1f469-1f3fd-2696.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 2696 FE0F,woman judge: medium-dark skin tone,People & Body,person-role,913,1f469-1f3fe-2696.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 2696 FE0F,woman judge: dark skin tone,People & Body,person-role,914,1f469-1f3ff-2696.png,excluded,skin_tone_variant
,1F9D1 200D 1F33E,farmer,People & Body,person-role,915,1f9d1-1f33e.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 1F33E,farmer: light skin tone,People & Body,person-role,916,1f9d1-1f3fb-1f33e.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F33E,farmer: medium-light skin tone,People & Body,person-role,917,1f9d1-1f3fc-1f33e.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F33E,farmer: medium skin tone,People & Body,person-role,918,1f9d1-1f3fd-1f33e.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F33E,farmer: medium-dark skin tone,People & Body,person-role,919,1f9d1-1f3fe-1f33e.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F33E,farmer: dark skin tone,People & Body,person-role,920,1f9d1-1f3ff-1f33e.png,excluded,skin_tone_variant
,1F468 200D 1F33E,man farmer,People & Body,person-role,921,1f468-1f33e.png,excluded,zwj_sequence
,1F468 1F3FB 200D 1F33E,man farmer: light skin tone,People & Body,person-role,922,1f468-1f3fb-1f33e.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F33E,man farmer: medium-light skin tone,People & Body,person-role,923,1f468-1f3fc-1f33e.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F33E,man farmer: medium skin tone,People & Body,person-role,924,1f468-1f3fd-1f33e.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F33E,man farmer: medium-dark skin tone,People & Body,person-role,925,1f468-1f3fe-1f33e.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F33E,man farmer: dark skin tone,People & Body,person-role,926,1f468-1f3ff-1f33e.png,excluded,skin_tone_variant
,1F469 200D 1F33E,woman farmer,People & Body,person-role,927,1f469-1f33e.png,excluded,zwj_sequence
,1F469 1F3FB 200D 1F33E,woman farmer: light skin tone,People & Body,person-role,928,1f469-1f3fb-1f33e.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F33E,woman farmer: medium-light skin tone,People & Body,person-role,929,1f469-1f3fc-1f33e.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F33E,woman farmer: medium skin tone,People & Body,person-role,930,1f469-1f3fd-1f33e.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F33E,woman farmer: medium-dark skin tone,People & Body,person-role,931,1f469-1f3fe-1f33e.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F33E,woman farmer: dark skin tone,People & Body,person-role,932,1f469-1f3ff-1f33e.png,excluded,skin_tone_variant
,1F9D1 200D 1F373,cook,People & Body,person-role,933,1f9d1-1f373.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 1F373,cook: light skin tone,People & Body,person-role,934,1f9d1-1f3fb-1f373.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F373,cook: medium-light skin tone,People & Body,person-role,935,1f9d1-1f3fc-1f373.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F373,cook: medium skin tone,People & Body,person-role,936,1f9d1-1f3fd-1f373.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F373,cook: medium-dark skin tone,People & Body,person-role,937,1f9d1-1f3fe-1f373.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F373,cook: dark skin tone,People & Body,person-role,938,1f9d1-1f3ff-1f373.png,excluded,skin_tone_variant
,1F468 200D 1F373,man cook,People & Body,person-role,939,1f468-1f373.png,excluded,zwj_sequence
,1F468 1F3FB 200D 1F373,man cook: light skin tone,People & Body,person-role,940,1f468-1f3fb-1f373.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F373,man cook: medium-light skin tone,People & Body,person-role,941,1f468-1f3fc-1f373.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F373,man cook: medium skin tone,People & Body,person-role,942,1f468-1f3fd-1f373.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F373,man cook: medium-dark skin tone,People & Body,person-role,943,1f468-1f3fe-1f373.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F373,man cook: dark skin tone,People & Body,person-role,944,1f468-1f3ff-1f373.png,excluded,skin_tone_variant
,1F469 200D 1F373,woman cook,People & Body,person-role,945,1f469-1f373.png,excluded,zwj_sequence
,1F469 1F3FB 200D 1F373,woman cook: light skin tone,People & Body,person-role,946,1f469-1f3fb-1f373.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F373,woman cook: medium-light skin tone,People & Body,person-role,947,1f469-1f3fc-1f373.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F373,woman cook: medium skin tone,People & Body,person-role,948,1f469-1f3fd-1f373.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F373,woman cook: medium-dark skin tone,People & Body,person-role,949,1f469-1f3fe-1f373.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F373,woman cook: dark skin tone,People & Body,person-role,950,1f469-1f3ff-1f373.png,excluded,skin_tone_variant
,1F9D1 200D 1F527,mechanic,People & Body,person-role,951,1f9d1-1f527.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 1F527,mechanic: light skin tone,People & Body,person-role,952,1f9d1-1f3fb-1f527.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F527,mechanic: medium-light skin tone,People & Body,person-role,953,1f9d1-1f3fc-1f527.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F527,mechanic: medium skin tone,People & Body,person-role,954,1f9d1-1f3fd-1f527.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F527,mechanic: medium-dark skin tone,People & Body,person-role,955,1f9d1-1f3fe-1f527.png,excluded,skin_tone_variant
,1F9D1 1F3FF 200D 1F527,mechanic: dark skin tone,People & Body,person-role,956,1f9d1-1f3ff-1f527.png,excluded,skin_tone_variant
,1F468 200D 1F527,man mechanic,People & Body,person-role,957,1f468-1f527.png,excluded,zwj_sequence
,1F468 1F3FB 200D 1F527,man mechanic: light skin tone,People & Body,person-role,958,1f468-1f3fb-1f527.png,excluded,skin_tone_variant
,1F468 1F3FC 200D 1F527,man mechanic: medium-light skin tone,People & Body,person-role,959,1f468-1f3fc-1f527.png,excluded,skin_tone_variant
,1F468 1F3FD 200D 1F527,man mechanic: medium skin tone,People & Body,person-role,960,1f468-1f3fd-1f527.png,excluded,skin_tone_variant
,1F468 1F3FE 200D 1F527,man mechanic: medium-dark skin tone,People & Body,person-role,961,1f468-1f3fe-1f527.png,excluded,skin_tone_variant
,1F468 1F3FF 200D 1F527,man mechanic: dark skin tone,People & Body,person-role,962,1f468-1f3ff-1f527.png,excluded,skin_tone_variant
,1F469 200D 1F527,woman mechanic,People & Body,person-role,963,1f469-1f527.png,excluded,zwj_sequence
,1F469 1F3FB 200D 1F527,woman mechanic: light skin tone,People & Body,person-role,964,1f469-1f3fb-1f527.png,excluded,skin_tone_variant
,1F469 1F3FC 200D 1F527,woman mechanic: medium-light skin tone,People & Body,person-role,965,1f469-1f3fc-1f527.png,excluded,skin_tone_variant
,1F469 1F3FD 200D 1F527,woman mechanic: medium skin tone,People & Body,person-role,966,1f469-1f3fd-1f527.png,excluded,skin_tone_variant
,1F469 1F3FE 200D 1F527,woman mechanic: medium-dark skin tone,People & Body,person-role,967,1f469-1f3fe-1f527.png,excluded,skin_tone_variant
,1F469 1F3FF 200D 1F527,woman mechanic: dark skin tone,People & Body,person-role,968,1f469-1f3ff-1f527.png,excluded,skin_tone_variant
,1F9D1 200D 1F3ED,factory worker,People & Body,person-role,969,1f9d1-1f3ed.png,candidate,zwj_sequence
,1F9D1 1F3FB 200D 1F3ED,factory worker: light skin tone,People & Body,person-role,970,1f9d1-1f3fb-1f3ed.png,excluded,skin_tone_variant
,1F9D1 1F3FC 200D 1F3ED,factory worker: medium-light skin tone,People & Body,person-role,971,1f9d1-1f3fc-1f3ed.png,excluded,skin_tone_variant
,1F9D1 1F3FD 200D 1F3ED,factory worker: medium skin tone,People & Body,person-role,972,1f9d1-1f3fd-1f3ed.png,excluded,skin_tone_variant
,1F9D1 1F3FE 200D 1F3ED,factory worker: medium-dark skin tone,People & Body,person-role,973,1f9d1-1f3fe-1f3ed.png,excluded,skin_tone_variant
