rf_code,codepoints,name,group,subgroup,order,joypixels_file,status,reason
,1F600,grinning face,Smileys & Emotion,face-smiling,0,1f600.png,candidate,
,1F603,grinning fa,1F63E,pouting cat,Smileys & Emotion,cat-face,126,1f63e.png,excluded,appearance_variant
,1F604,grinning face with smiling eyes,Smileys & Emotion,face-smiling,2,1f604.png,candidate,
,1F601,beaming face with smiling eyes,Smileys & Emotion,face-smiling,3,1f601.png,candidate,
,1F606,grinning squinting face,Smileys & Emotion,face-smiling,4,1f606.png,candidate,
,1F605,grinning face with sweat,Smileys & Emotion,face-smiling,5,1f605.png,candidate,
,1F923,rolling on the floor laughing,Smileys & Emotion,face-smiling,6,1f923.png,candidate,
,1F602,face with tears of joy,Smileys & Emotion,face-smiling,7,1f602.png,candidate,
,1F642,slightly smiling face,Smileys & Emotion,face-smiling,8,1f642.png,candidate,
,1F643,upside-down face,Smileys & Emotion,face-smiling,9,1f643.png,candidate,
,1FAE0,melting face,Smileys & Emotion,face-smiling,10,1fae0.png,candidate,
,1F609,winking face,Smileys & Emotion,face-smiling,11,1f609.png,candidate,
,1F60A,smiling face with smiling eyes,Smileys & Emotion,face-smiling,12,1f60a.png,candidate,
,1F607,smiling face with halo,Smileys & Emotion,face-smiling,13,1f607.png,candidate,
,1F970,smiling face with hearts,Smileys & Emotion,face-affection,14,1f970.png,candidate,
,1F60D,smiling face with heart-eyes,Smileys & Emotion,face-affection,15,1f60d.png,candidate,
,1F929,star-struck,Smileys & Emotion,face-affection,16,1f929.png,candidate,
,1F618,face blowing a kiss,Smileys & Emotion,face-affection,17,1f618.png,candidate,
,1F617,1F63E,pouting cat,Smileys & Emotion,cat-face,126,1f63e.png,excluded,appearance_variant
,263A FE0,1F63E,pouting cat,Smileys & Emotion,cat-face,126,1f63e.png,excluded,appearance_variant
,1F61A,kissing face wit,1F63E,pouting cat,Smileys & Emotion,cat-face,126,1f63e.png,excluded,appearance_variant
,1F619,kissing face with smiling eyes,Smileys & Emotion,face-affection,21,1f619.png,excluded,appearance_variant
,1F972,smiling face with tear,Smileys & Emotion,face-affection,22,1f972.png,candidate,
,1F60B,face savoring food,Smileys & Emotion,face-tongue,23,1f60b.png,candidate,
,1F61B,face with tongue,Smileys & Emotion,face-tongue,24,1f61b.png,candidate,
,1F61C,winking face with tongue,Smileys & Emotion,face-tongue,25,1f61c.png,candidate,
,1F92A,zany face,Smileys & Emotion,face-tongue,26,1f92a.png,candidate,
,1F61D,squinting face with tongue,Smileys & Emotion,face-tongue,27,1f61d.png,candidate,
,1F911,money-mouth face,Smileys & Emotion,face-tongue,28,1f911.png,candidate,
,1F917,smiling face with open hands,Smileys & Emotion,face-hand,29,1f917.png,candidate,
,1F92D,face with hand over mouth,Smileys & Emotion,face-hand,30,1f92d.png,candidate,
,1FAE2,face with open eyes and hand over mouth,Smileys & Emotion,face-hand,31,1fae2.png,candidate,
,1FAE3,face with peeking eye,Smileys & Emotion,face-hand,32,1fae3.png,candidate,
,1F92B,shushing face,Smileys & Emotion,face-hand,33,1f92b.png,candidate,
,1F914,thinking face,Smileys & Emotion,face-hand,34,1f914.png,candidate,
,1FAE1,saluting face,Smileys & Emotion,face-hand,35,1fae1.png,candidate,
,1F910,zipper-mouth face,Smileys & Emotion,face-neutral-skeptical,36,1f910.png,candidate,
,1F928,face with raised eyebrow,Smileys & Emotion,face-neutral-skeptical,37,1f928.png,candidate,
,1F610,neutral face,Smileys & Emotion,face-neutral-skeptical,38,1f610.png,candidate,
,1F611,expressionless face,Smileys & Emotion,face-neutral-skeptical,39,1f611.png,candidate,
,1F636,face without mouth,Smileys & Emotion,face-neutral-skeptical,40,1f636.png,candidate,
,1FAE5,dotted line face,Smileys & Emotion,face-neutral-skeptical,41,1fae5.png,candidate,
,1F636 200D 1F32B FE0F,face in clouds,Smileys & Emotion,face-neutral-skeptical,42,1f636-1f32b.png,candidate,zwj_sequence
,1F60F,smirking face,Smileys & Emotion,face-neutral-skeptical,43,1f60f.png,candidate,
,1F612,unamused face,Smileys & Emotion,face-neutral-skeptical,44,1f612.png,candidate,
,1F644,face with rolling eyes,Smileys & Emotion,face-neutral-skeptical,45,1f644.png,candidate,
,1F62C,grimacing face,Smileys & Emotion,face-neutral-skeptical,46,1f62c.png,candidate,
,1F62E 200D 1F4A8,face exhaling,Smileys & Emotion,face-neutral-skeptical,47,1f62e-1f4a8.png,candidate,zwj_sequence
,1F925,lying face,Smileys & Emotion,face-neutral-skeptical,48,1f925.png,candidate,
,1FAE8,shaking face,Smileys & Emotion,face-neutral-skeptical,49,1fae8.png,candidate,
,1F642 200D 2194 FE0F,head shaking horizontally,Smileys & Emotion,face-neutral-skeptical,50,1f642-2194.png,candidate,zwj_sequence
,1F642 200D 2195 FE0F,head shaking vertically,Smileys & Emotion,face-neutral-skeptical,51,1f642-2195.png,candidate,zwj_sequence
,1F60C,relieved face,Smileys & Emotion,face-sleepy,52,1f60c.png,candidate,
,1F614,pensive face,Smileys & Emotion,face-sleepy,53,1f614.png,candidate,
,1F62A,sleepy face,Smileys & Emotion,face-sleepy,54,1f62a.png,candidate,
,1F924,drooling face,Smileys & Emotion,face-sleepy,55,1f924.png,candidate,
,1F634,sleeping face,Smileys & Emotion,face-sleepy,56,1f634.png,candidate,
,1FAE9,face with bags under eyes,Smileys & Emotion,face-sleepy,57,1fae9.png,candidate,
,1F637,face with medical mask,Smileys & Emotion,face-unwell,58,1f637.png,candidate,
,1F912,face with thermometer,Smileys & Emotion,face-unwell,59,1f912.png,candidate,
,1F915,face with head-bandage,Smileys & Emotion,face-unwell,60,1f915.png,candidate,
,1F922,nauseated face,Smileys & Emotion,face-unwell,61,1f922.png,candidate,
,1F92E,face vomiting,Smileys & Emotion,face-unwell,62,1f92e.png,candidate,
,1F927,sneezing face,Smileys & Emotion,face-unwell,63,1f927.png,candidate,
,1F975,hot face,Smileys & Emotion,face-unwell,64,1f975.png,candidate,
,1F976,cold face,Smileys & Emotion,face-unwell,65,1f976.png,candidate,
,1F974,woozy face,Smileys & Emotion,face-unwell,66,1f974.png,candidate,
,1F635,face with crossed-out eyes,Smileys & Emotion,face-unwell,67,1f635.png,candidate,
,1F635 200D 1F4AB,face with spiral eyes,Smileys & Emotion,face-unwell,68,1f635-1f4ab.png,candidate,zwj_sequence
,1F92F,exploding head,Smileys & Emotion,face-unwell,69,1f92f.png,candidate,
,1F920,cowboy hat face,Smileys & Emotion,face-hat,70,1f920.png,candidate,
,1F973,partying face,Smileys & Emotion,face-hat,71,1f973.png,candidate,
,1F978,disguised face,Smileys & Emotion,face-hat,72,1f978.png,candidate,
,1F60E,smiling face with sunglasses,Smileys & Emotion,face-glasses,73,1f60e.png,candidate,
,1F913,nerd face,Smileys & Emotion,face-glasses,74,1f913.png,candidate,
,1F9D0,face with monocle,Smileys & Emotion,face-glasses,75,1f9d0.png,candidate,
,1F615,confused face,Smileys & Emotion,face-concerned,76,1f615.png,candidate,
,1FAE4,face with diagonal mouth,Smileys & Emotion,face-concerned,77,1fae4.png,candidate,
,1F61F,worried face,Smileys & Emotion,face-concerned,78,1f61f.png,candidate,
,1F641,slightly frowning face,Smileys & Emotion,face-concerned,79,1f641.png,excluded,appearance_variant
,2639 FE0F,frowning face,Smileys & Emotion,face-concerned,80,2639.png,candidate,
,1F62E,face with open mouth,Smileys & Emotion,face-concerned,81,1f62e.png,candidate,
,1F62F,hushed face,Smileys & Emotion,face-concerned,82,1f62f.png,candidate,
,1F632,astonished face,Smileys & Emotion,face-concerned,83,1f632.png,candidate,
,1F633,flushed face,Smileys & Emotion,face-concerned,84,1f633.png,candidate,
,1F97A,pleading face,Smileys & Emotion,face-concerned,85,1f97a.png,candidate,
,1F979,face holding back tears,Smileys & Emotion,face-concerned,86,1f979.png,candidate,
,1F626,frowning face with open mouth,Smileys & Emotion,face-concerned,87,1f626.png,candidate,
,1F627,anguished face,Smileys & Emotion,face-concerned,88,1f627.png,candidate,
,1F628,fearful face,Smileys & Emotion,face-concerned,89,1f628.png,candidate,
,1F630,anxious face with sweat,Smileys & Emotion,face-concerned,90,1f630.png,candidate,
,1F625,sad but relieved face,Smileys & Emotion,face-concerned,91,1f625.png,candidate,
,1F622,crying face,Smileys & Emotion,face-concerned,92,1f622.png,candidate,
,1F62D,loudly crying face,Smileys & Emotion,face-concerned,93,1f62d.png,candidate,
,1F631,face screaming in fear,Smileys & Emotion,face-concerned,94,1f631.png,candidate,
,1F616,confounded face,Smileys & Emotion,face-concerned,95,1f616.png,candidate,
,1F623,persevering face,Smileys & Emotion,face-concerned,96,1f623.png,candidate,
,1F61E,disappointed face,Smileys & Emotion,face-concerned,97,1f61e.png,candidate,
,1F613,downcast face with sweat,Smileys & Emotion,face-concerned,98,1f613.png,candidate,
,1F629,weary face,Smileys & Emotion,face-concerned,99,1f629.png,candidate,
,1F62B,tired face,Smileys & Emotion,face-concerned,100,1f62b.png,candidate,
,1F971,yawning face,Smileys & Emotion,face-concerned,101,1f971.png,candidate,
,1F624,face with steam from nose,Smileys & Emotion,face-negative,102,1f624.png,candidate,
,1F621,enraged face,Smileys & Emotion,face-negative,103,1f621.png,candidate,
,1F620,angry face,Smileys & Emotion,face-negative,104,1f620.png,candidate,
,1F92C,face with symbols on mouth,Smileys & Emotion,face-negative,105,1f92c.png,candidate,
,1F608,smiling face with horns,Smileys & Emotion,face-negative,106,1f608.png,candidate,
,1F47F,angry face with horns,Smileys & Emotion,face-negative,107,1f47f.png,candidate,
,1F480,skull,Smileys & Emotion,face-negative,108,1f480.png,candidate,
,2620 FE0F,skull and crossbones,Smileys & Emotion,face-negative,109,2620.png,candidate,
,1F4A9,pile of poo,Smileys & Emotion,face-costume,110,1f4a9.png,candidate,
,1F921,clown face,Smileys & Emotion,face-costume,111,1f921.png,candidate,
,1F479,ogre,Smileys & Emotion,face-costume,112,1f479.png,candidate,
,1F47A,goblin,Smileys & Emotion,face-costume,113,1f47a.png,candidate,
,1F47B,ghost,Smileys & Emotion,face-costume,114,1f47b.png,candidate,
,1F47D,alien,Smileys & Emotion,face-costume,115,1f47d.png,candidate,
,1F47E,alien monster,Smileys & Emotion,face-costume,116,1f47e.png,candidate,
,1F916,robot,Smileys & Emotion,face-costume,117,1f916.png,candidate,
,1F63A,grinning cat,Smileys & Emotion,cat-face,118,1f63a.png,candidate,
,1F638,grinning cat with smiling eyes,Smileys & Emotion,cat-face,119,1f638.png,candidate,
,1F639,cat with tears of joy,Smileys & Emotion,cat-face,120,1f639.png,candidate,
,1F63B,smiling cat with heart-eyes,Smileys & Emotion,cat-face,121,1f63b.png,candidate,
,1F63C,cat with wry smile,Smileys & Emotion,cat-face,122,1f63c.png,candidate,
,1F63D,kissing cat,Smileys & Emotion,cat-face,123,1f63d.png,candidate,
,1F640,weary cat,Smileys & Emotion,cat-face,124,1f640.png,candidate,
,1F63F,crying cat,Smileys & Emotion,cat-face,125,1f63f.png,candidate,
,1F63E,pouting cat,Smileys & Emotion,cat-face,126,1f63e.png,excluded,appearance_variant
,1F648,see-no-evil monkey,Smileys & Emotion,monkey-face,127,1f648.png,candidate,
,1F649,hear-no-evil monkey,Smileys & Emotion,monkey-face,128,1f649.png,candidate,
,1F64A,speak-no-evil monkey,Smileys & Emotion,monkey-face,129,1f64a.png,candidate,
,1F48C,love letter,Smileys & Emotion,heart,130,1f48c.png,candidate,
,1F498,heart with arrow,Smileys & Emotion,heart,131,1f498.png,candidate,
,1F49D,heart with ribbon,Smileys & Emotion,heart,132,1f49d.png,candidate,
,1F496,sparkling heart,Smileys & Emotion,heart,133,1f496.png,candidate,
,1F497,growing heart,Smileys & Emotion,heart,134,1f497.png,candidate,
,1F493,beating heart,Smileys & Emotion,heart,135,1f493.png,candidate,
,1F49E,revolving hearts,Smileys & Emotion,heart,136,1f49e.png,candidate,
,1F495,two hearts,Smileys & Emotion,heart,137,1f495.png,candidate,
,1F49F,heart decoration,Smileys & Emotion,heart,138,1f49f.png,excluded,appearance_variant
,2763 FE0F,heart exclamation,Smileys & Emotion,heart,139,2763.png,candidate,
,1F494,broken heart,Smileys & Emotion,heart,140,1f494.png,candidate,
,2764 FE0F 200D 1F525,heart on fire,Smileys & Emotion,heart,141,2764-1f525.png,candidate,zwj_sequence
,2764 FE0F 200D 1FA79,mending heart,Smileys & Emotion,heart,142,2764-1fa79.png,candidate,zwj_sequence
,2764 FE0F,red heart,Smileys & Emotion,heart,143,2764.png,candidate,
,1FA77,pink heart,Smileys & Emotion,heart,144,1fa77.png,candidate,
,1F9E1,orange heart,Smileys & Emotion,heart,145,1f9e1.png,candidate,
,1F49B,yellow heart,Smileys & Emotion,heart,146,1f49b.png,candidate,
,1F49A,green heart,Smileys & Emotion,heart,147,1f49a.png,candidate,
,1F499,blue heart,Smileys & Emotion,heart,148,1f499.png,candidate,
,1FA75,light blue heart,Smileys & Emotion,heart,149,1fa75.png,candidate,
,1F49C,purple heart,Smileys & Emotion,heart,150,1f49c.png,candidate,
,1F90E,brown heart,Smileys & Emotion,heart,151,1f90e.png,candidate,
,1F5A4,black heart,Smileys & Emotion,heart,152,1f5a4.png,candidate,
,1FA76,grey heart,Smileys & Emotion,heart,153,1fa76.png,candidate,
,1F90D,white heart,Smileys & Emotion,heart,154,1f90d.png,candidate,
,1F48B,kiss mark,Smileys & Emotion,emotion,155,1f48b.png,candidate,
,1F4AF,hundred points,Smileys & Emotion,emotion,156,1f4af.png,candidate,
,1F4A2,anger symbol,Smileys & Emotion,emotion,157,1f4a2.png,candidate,
,1F4A5,collision,Smileys & Emotion,emotion,158,1f4a5.png,candidate,
,1F4AB,dizzy,Smileys & Emotion,emotion,159,1f4ab.png,candidate,
,1F4A6,sweat droplets,Smileys & Emotion,emotion,160,1f4a6.png,candidate,
,1F4A8,dashing away,Smileys & Emotion,emotion,161,1f4a8.png,candidate,
,1F573 FE0F,hole,Smileys & Emotion,emotion,162,1f573.png,candidate,
,1F4AC,speech balloon,Smileys & Emotion,emotion,163,1f4ac.png,candidate,
,1F441 FE0F 200D 1F5E8 FE0F,eye in speech bubble,Smileys & Emotion,emotion,164,1f441-1f5e8.png,excluded,zwj_sequence
,1F5E8 FE0F,left speech bubble,Smileys & Emotion,emotion,165,1f5e8.png,candidate,
,1F5EF FE0F,right anger bubble,Smileys & Emotion,emotion,166,1f5ef.png,candidate,
,1F4AD,thought balloon,Smileys & Emotion,emotion,167,1f4ad.png,candidate,
,1F4A4,ZZZ,Smileys & Emotion,emotion,168,1f4a4.png,candidate,
,1F44B,waving hand,People & Body,hand-fingers-open,169,1f44b.png,candidate,
,1F44B 1F3FB,waving hand: light skin tone,People & Body,hand-fingers-open,170,1f44b-1f3fb.png,excluded,skin_tone_variant
,1F44B 1F3FC,waving hand: medium-light skin tone,People & Body,hand-fingers-open,171,1f44b-1f3fc.png,excluded,skin_tone_variant
,1F44B 1F3FD,waving hand: medium skin tone,People & Body,hand-fingers-open,172,1f44b-1f3fd.png,excluded,skin_tone_variant
,1F44B 1F3FE,waving hand: medium-dark skin tone,People & Body,hand-fingers-open,173,1f44b-1f3fe.png,excluded,skin_tone_variant
,1F44B 1F3FF,waving hand: dark skin tone,People & Body,hand-fingers-open,174,1f44b-1f3ff.png,excluded,skin_tone_variant
,1F91A,raised back of hand,People & Body,hand-fingers-open,175,1f91a.png,candidate,
,1F91A 1F3FB,raised back of hand: light skin tone,People & Body,hand-fingers-open,176,1f91a-1f3fb.png,excluded,skin_tone_variant
,1F91A 1F3FC,raised back of hand: medium-light skin tone,People & Body,hand-fingers-open,177,1f91a-1f3fc.png,excluded,skin_tone_variant
,1F91A 1F3FD,raised back of hand: medium skin tone,People & Body,hand-fingers-open,178,1f91a-1f3fd.png,excluded,skin_tone_variant
,1F91A 1F3FE,raised back of hand: medium-dark skin tone,People & Body,hand-fingers-open,179,1f91a-1f3fe.png,excluded,skin_tone_variant
,1F91A 1F3FF,raised back of hand: dark skin tone,People & Body,hand-fingers-open,180,1f91a-1f3ff.png,excluded,skin_tone_variant
,1F590 FE0F,hand with fingers splayed,People & Body,hand-fingers-open,181,1f590.png,candidate,
,1F590 1F3FB,hand with fingers splayed: light skin tone,People & Body,hand-fingers-open,182,1f590-1f3fb.png,excluded,skin_tone_variant
,1F590 1F3FC,hand with fingers splayed: medium-light skin tone,People & Body,hand-fingers-open,183,1f590-1f3fc.png,excluded,skin_tone_variant
,1F590 1F3FD,hand with fingers splayed: medium skin tone,People & Body,hand-fingers-open,184,1f590-1f3fd.png,excluded,skin_tone_variant
,1F590 1F3FE,hand with fingers splayed: medium-dark skin tone,People & Body,hand-fingers-open,185,1f590-1f3fe.png,excluded,skin_tone_variant
,1F590 1F3FF,hand with fingers splayed: dark skin tone,People & Body,hand-fingers-open,186,1f590-1f3ff.png,excluded,skin_tone_variant
,270B,raised hand,People & Body,hand-fingers-open,187,270b.png,candidate,
,270B 1F3FB,raised hand: light skin tone,People & Body,hand-fingers-open,188,270b-1f3fb.png,excluded,skin_tone_variant
,270B 1F3FC,raised hand: medium-light skin tone,People & Body,hand-fingers-open,189,270b-1f3fc.png,excluded,skin_tone_variant
,270B 1F3FD,raised hand: medium skin tone,People & Body,hand-fingers-open,190,270b-1f3fd.png,excluded,skin_tone_variant
,270B 1F3FE,raised hand: medium-dark skin tone,People & Body,hand-fingers-open,191,270b-1f3fe.png,excluded,skin_tone_variant
,270B 1F3FF,raised hand: dark skin tone,People & Body,hand-fingers-open,192,270b-1f3ff.png,excluded,skin_tone_variant
,1F596,vulcan salute,People & Body,hand-fingers-open,193,1f596.png,candidate,
,1F596 1F3FB,vulcan salute: light skin tone,People & Body,hand-fingers-open,194,1f596-1f3fb.png,excluded,skin_tone_variant
,1F596 1F3FC,vulcan salute: medium-light skin tone,People & Body,hand-fingers-open,195,1f596-1f3fc.png,excluded,skin_tone_variant
,1F596 1F3FD,vulcan salute: medium skin tone,People & Body,hand-fingers-open,196,1f596-1f3fd.png,excluded,skin_tone_variant
,1F596 1F3FE,vulcan salute: medium-dark skin tone,People & Body,hand-fingers-open,197,1f596-1f3fe.png,excluded,skin_tone_variant
,1F596 1F3FF,vulcan salute: dark skin tone,People & Body,hand-fingers-open,198,1f596-1f3ff.png,excluded,skin_tone_variant
,1FAF1,rightwards hand,People & Body,hand-fingers-open,199,1faf1.png,candidate,
,1FAF1 1F3FB,rightwards hand: light skin tone,People & Body,hand-fingers-open,200,1faf1-1f3fb.png,excluded,skin_tone_variant
,1FAF1 1F3FC,rightwards hand: medium-light skin tone,People & Body,hand-fingers-open,201,1faf1-1f3fc.png,excluded,skin_tone_variant
,1FAF1 1F3FD,rightwards hand: medium skin tone,People & Body,hand-fingers-open,202,1faf1-1f3fd.png,excluded,skin_tone_variant
,1FAF1 1F3FE,rightwards hand: medium-dark skin tone,People & Body,hand-fingers-open,203,1faf1-1f3fe.png,excluded,skin_tone_variant
,1FAF1 1F3FF,rightwards hand: dark skin tone,People & Body,hand-fingers-open,204,1faf1-1f3ff.png,excluded,skin_tone_variant
,1FAF2,leftwards hand,People & Body,hand-fingers-open,205,1faf2.png,candidate,
,1FAF2 1F3FB,leftwards hand: light skin tone,People & Body,hand-fingers-open,206,1faf2-1f3fb.png,excluded,skin_tone_variant
,1FAF2 1F3FC,leftwards hand: medium-light skin tone,People & Body,hand-fingers-open,207,1faf2-1f3fc.png,excluded,skin_tone_variant
,1FAF2 1F3FD,leftwards hand: medium skin tone,People & Body,hand-fingers-open,208,1faf2-1f3fd.png,excluded,skin_tone_variant
,1FAF2 1F3FE,leftwards hand: medium-dark skin tone,People & Body,hand-fingers-open,209,1faf2-1f3fe.png,excluded,skin_tone_variant
,1FAF2 1F3FF,leftwards hand: dark skin tone,People & Body,hand-fingers-open,210,1faf2-1f3ff.png,excluded,skin_tone_variant
,1FAF3,palm down hand,People & Body,hand-fingers-open,211,1faf3.png,candidate,
,1FAF3 1F3FB,palm down hand: light skin tone,People & Body,hand-fingers-open,212,1faf3-1f3fb.png,excluded,skin_tone_variant
,1FAF3 1F3FC,palm down hand: medium-light skin tone,People & Body,hand-fingers-open,213,1faf3-1f3fc.png,excluded,skin_tone_variant
,1FAF3 1F3FD,palm down hand: medium skin tone,People & Body,hand-fingers-open,214,1faf3-1f3fd.png,excluded,skin_tone_variant
,1FAF3 1F3FE,palm down hand: medium-dark skin tone,People & Body,hand-fingers-open,215,1faf3-1f3fe.png,excluded,skin_tone_variant
,1FAF3 1F3FF,palm down hand: dark skin tone,People & Body,hand-fingers-open,216,1faf3-1f3ff.png,excluded,skin_tone_variant
,1FAF4,palm up hand,People & Body,hand-fingers-open,217,1faf4.png,candidate,
,1FAF4 1F3FB,palm up hand: light skin tone,People & Body,hand-fingers-open,218,1faf4-1f3fb.png,excluded,skin_tone_variant
,1FAF4 1F3FC,palm up hand: medium-light skin tone,People & Body,hand-fingers-open,219,1faf4-1f3fc.png,excluded,skin_tone_variant
,1FAF4 1F3FD,palm up hand: medium skin tone,People & Body,hand-fingers-open,220,1faf4-1f3fd.png,excluded,skin_tone_variant
,1FAF4 1F3FE,palm up hand: medium-dark skin tone,People & Body,hand-fingers-open,221,1faf4-1f3fe.png,excluded,skin_tone_variant
,1FAF4 1F3FF,palm up hand: dark skin tone,People & Body,hand-fingers-open,222,1faf4-1f3ff.png,excluded,skin_tone_variant
,1FAF7,leftwards pushing hand,People & Body,hand-fingers-open,223,1faf7.png,candidate,
,1FAF7 1F3FB,leftwards pushing hand: light skin tone,People & Body,hand-fingers-open,224,1faf7-1f3fb.png,excluded,skin_tone_variant
,1FAF7 1F3FC,leftwards pushing hand: medium-light skin tone,People & Body,hand-fingers-open,225,1faf7-1f3fc.png,excluded,skin_tone_variant
,1FAF7 1F3FD,leftwards pushing hand: medium skin tone,People & Body,hand-fingers-open,226,1faf7-1f3fd.png,excluded,skin_tone_variant
,1FAF7 1F3FE,leftwards pushing hand: medium-dark skin tone,People & Body,hand-fingers-open,227,1faf7-1f3fe.png,excluded,skin_tone_variant
,1FAF7 1F3FF,leftwards pushing hand: dark skin tone,People & Body,hand-fingers-open,228,1faf7-1f3ff.png,excluded,skin_tone_variant
,1FAF8,rightwards pushing hand,People & Body,hand-fingers-open,229,1faf8.png,candidate,
,1FAF8 1F3FB,rightwards pushing hand: light skin tone,People & Body,hand-fingers-open,230,1faf8-1f3fb.png,excluded,skin_tone_variant
,1FAF8 1F3FC,rightwards pushing hand: medium-light skin tone,People & Body,hand-fingers-open,231,1faf8-1f3fc.png,excluded,skin_tone_variant
,1FAF8 1F3FD,rightwards pushing hand: medium skin tone,People & Body,hand-fingers-open,232,1faf8-1f3fd.png,excluded,skin_tone_variant
,1FAF8 1F3FE,rightwards pushing hand: medium-dark skin tone,People & Body,hand-fingers-open,233,1faf8-1f3fe.png,excluded,skin_tone_variant
,1FAF8 1F3FF,rightwards pushing hand: dark skin tone,People & Body,hand-fingers-open,234,1faf8-1f3ff.png,excluded,skin_tone_variant
,1F44C,OK hand,People & Body,hand-fingers-partial,235,1f44c.png,candidate,
,1F44C 1F3FB,OK hand: light skin tone,People & Body,hand-fingers-partial,236,1f44c-1f3fb.png,excluded,skin_tone_variant
,1F44C 1F3FC,OK hand: medium-light skin tone,People & Body,hand-fingers-partial,237,1f44c-1f3fc.png,excluded,skin_tone_variant
,1F44C 1F3FD,OK hand: medium skin tone,People & Body,hand-fingers-partial,238,1f44c-1f3fd.png,excluded,skin_tone_variant
,1F44C 1F3FE,OK hand: medium-dark skin tone,People & Body,hand-fingers-partial,239,1f44c-1f3fe.png,excluded,skin_tone_variant
,1F44C 1F3FF,OK hand: dark skin tone,People & Body,hand-fingers-partial,240,1f44c-1f3ff.png,excluded,skin_tone_variant
,1F90C,pinched fingers,People & Body,hand-fingers-partial,241,1f90c.png,candidate,
,1F90C 1F3FB,pinched fingers: light skin tone,People & Body,hand-fingers-partial,242,1f90c-1f3fb.png,excluded,skin_tone_variant
,1F90C 1F3FC,pinched fingers: medium-light skin tone,People & Body,hand-fingers-partial,243,1f90c-1f3fc.png,excluded,skin_tone_variant
,1F90C 1F3FD,pinched fingers: medium skin tone,People & Body,hand-fingers-partial,244,1f90c-1f3fd.png,excluded,skin_tone_variant
,1F90C 1F3FE,pinched fingers: medium-dark skin tone,People & Body,hand-fingers-partial,245,1f90c-1f3fe.png,excluded,skin_tone_variant
,1F90C 1F3FF,pinched fingers: dark skin tone,People & Body,hand-fingers-partial,246,1f90c-1f3ff.png,excluded,skin_tone_variant
,1F90F,pinching hand,People & Body,hand-fingers-partial,247,1f90f.png,candidate,
,1F90F 1F3FB,pinching hand: light skin tone,People & Body,hand-fingers-partial,248,1f90f-1f3fb.png,excluded,skin_tone_variant
,1F90F 1F3FC,pinching hand: medium-light skin tone,People & Body,hand-fingers-partial,249,1f90f-1f3fc.png,excluded,skin_tone_variant
,1F90F 1F3FD,pinching hand: medium skin tone,People & Body,hand-fingers-partial,250,1f90f-1f3fd.png,excluded,skin_tone_variant
,1F90F 1F3FE,pinching hand: medium-dark skin tone,People & Body,hand-fingers-partial,251,1f90f-1f3fe.png,excluded,skin_tone_variant
,1F90F 1F3FF,pinching hand: dark skin tone,People & Body,hand-fingers-partial,252,1f90f-1f3ff.png,excluded,skin_tone_variant
,270C FE0F,victory hand,People & Body,hand-fingers-partial,253,270c.png,candidate,
,270C 1F3FB,victory hand: light skin tone,People & Body,hand-fingers-partial,254,270c-1f3fb.png,excluded,skin_tone_variant
,270C 1F3FC,victory hand: medium-light skin tone,People & Body,hand-fingers-partial,255,270c-1f3fc.png,excluded,skin_tone_variant
,270C 1F3FD,victory hand: medium skin tone,People & Body,hand-fingers-partial,256,270c-1f3fd.png,excluded,skin_tone_variant
,270C 1F3FE,victory hand: medium-dark skin tone,People & Body,hand-fingers-partial,257,270c-1f3fe.png,excluded,skin_tone_variant
,270C 1F3FF,victory hand: dark skin tone,People & Body,hand-fingers-partial,258,270c-1f3ff.png,excluded,skin_tone_variant
,1F91E,crossed fingers,People & Body,hand-fingers-partial,259,1f91e.png,candidate,
,1F91E 1F3FB,crossed fingers: light skin tone,People & Body,hand-fingers-partial,260,1f91e-1f3fb.png,excluded,skin_tone_variant
,1F91E 1F3FC,crossed fingers: medium-light skin tone,People & Body,hand-fingers-partial,261,1f91e-1f3fc.png,excluded,skin_tone_variant
,1F91E 1F3FD,crossed fingers: medium skin tone,People & Body,hand-fingers-partial,262,1f91e-1f3fd.png,excluded,skin_tone_variant
,1F91E 1F3FE,crossed fingers: medium-dark skin tone,People & Body,hand-fingers-partial,263,1f91e-1f3fe.png,excluded,skin_tone_variant
,1F91E 1F3FF,crossed fingers: dark skin tone,People & Body,hand-fingers-partial,264,1f91e-1f3ff.png,excluded,skin_tone_variant
,1FAF0,hand with index finger and thumb crossed,People & Body,hand-fingers-partial,265,1faf0.png,candidate,
,1FAF0 1F3FB,hand with index finger and thumb crossed: light skin tone,People & Body,hand-fingers-partial,266,1faf0-1f3fb.png,excluded,skin_tone_variant
,1FAF0 1F3FC,hand with index finger and thumb crossed: medium-light skin tone,People & Body,hand-fingers-partial,267,1faf0-1f3fc.png,excluded,skin_tone_variant
,1FAF0 1F3FD,hand with index finger and thumb crossed: medium skin tone,People & Body,hand-fingers-partial,268,1faf0-1f3fd.png,excluded,skin_tone_variant
,1FAF0 1F3FE,hand with index finger and thumb crossed: medium-dark skin tone,People & Body,hand-fingers-partial,269,1faf0-1f3fe.png,excluded,skin_tone_variant
,1FAF0 1F3FF,hand with index finger and thumb crossed: dark skin tone,People & Body,hand-fingers-partial,270,1faf0-1f3ff.png,excluded,skin_tone_variant
,1F91F,love-you gesture,People & Body,hand-fingers-partial,271,1f91f.png,candidate,
